sentence, entity type + position
I've been waiting for you for three hours!,"[[30, 41, 'TIME']]"
Let me introduce you to Mr. Murata.,"[[28, 34, 'PERSON']]"
Who is your English teacher?,"[[12, 19, 'LANGUAGE']]"
"You guys seem to think your proposal is far and away the best, but as far as I'm concerned it's all six of one and half-a-dozen of the other.","[[100, 103, 'CARDINAL'], [107, 127, 'CARDINAL']]"
"You guys seem to think your proposal is far and away the best, but as far as I'm concerned it's all six of one and half-a-dozen of the other.","[[100, 103, 'CARDINAL'], [107, 127, 'CARDINAL']]"
Kaoru has gone to America.,"[[0, 5, 'PERSON'], [18, 25, 'GPE']]"
Kaoru has gone to America.,"[[0, 5, 'PERSON'], [18, 25, 'GPE']]"
I had been in the army for a month when the war ended.,"[[27, 34, 'DATE']]"
The troops advanced twenty miles.,"[[20, 32, 'QUANTITY']]"
The troops landed in Greece.,"[[21, 27, 'GPE']]"
The troops fought with Grant against the Confederates.,"[[23, 28, 'PERSON'], [41, 53, 'ORG']]"
The troops fought with Grant against the Confederates.,"[[23, 28, 'PERSON'], [41, 53, 'ORG']]"
An army is a nation within a nation; it is one of the vices of our age.,"[[43, 46, 'CARDINAL']]"
The army besieged the castle for many days.,"[[33, 42, 'DATE']]"
The XYZ Almanacs from 1950 to 1970 were studied to discover the trend.,"[[0, 16, 'ORG'], [22, 34, 'DATE']]"
The XYZ Almanacs from 1950 to 1970 were studied to discover the trend.,"[[0, 16, 'ORG'], [22, 34, 'DATE']]"
One of the detectives seized him by the neck.,"[[0, 3, 'CARDINAL']]"
The detective questioned literally thousands of people about the incident.,"[[25, 44, 'CARDINAL']]"
"I'd like you to meet my brother, Tom.","[[33, 36, 'PERSON']]"
My brother left his school when he was fourteen years old.,"[[39, 57, 'DATE']]"
My brother usually calls me from Chicago on Tuesday evenings.,"[[33, 40, 'GPE'], [44, 51, 'DATE']]"
My brother usually calls me from Chicago on Tuesday evenings.,"[[33, 40, 'GPE'], [44, 51, 'DATE']]"
My brother has just come home from Kobe.,"[[35, 39, 'GPE']]"
My brother would often stay up all night.,"[[31, 40, 'TIME']]"
My brother has been living in London for many years.,"[[30, 36, 'GPE'], [41, 51, 'DATE']]"
My brother has been living in London for many years.,"[[30, 36, 'GPE'], [41, 51, 'DATE']]"
My brother is taking the entrance examination today.,"[[46, 51, 'DATE']]"
My brother died of cancer last year.,"[[26, 35, 'DATE']]"
"My brother is two years older than I, but he is three centimeters shorter.","[[14, 23, 'DATE'], [48, 65, 'QUANTITY']]"
"My brother is two years older than I, but he is three centimeters shorter.","[[14, 23, 'DATE'], [48, 65, 'QUANTITY']]"
My brother is two years older than I am.,"[[14, 23, 'DATE']]"
My brother used to idle away many hours lying on the grass.,"[[29, 39, 'TIME']]"
My brother goes to college in Kobe.,"[[30, 34, 'GPE']]"
My brother had a house built in Urawa last month.,"[[32, 37, 'GPE'], [38, 48, 'DATE']]"
My brother had a house built in Urawa last month.,"[[32, 37, 'GPE'], [38, 48, 'DATE']]"
My brother sent me a letter last week.,"[[28, 37, 'DATE']]"
"My elder brother is really tall, about 1.8m.","[[33, 43, 'CARDINAL']]"
Keiko is proud of her family.,"[[0, 5, 'PERSON']]"
The contract provides for a deferred payment over three years.,"[[50, 61, 'DATE']]"
"By signing the contract, I committed myself to working there for another five years.","[[65, 83, 'DATE']]"
"According to the terms of the contract, your payment was due on May 31st.","[[64, 72, 'DATE']]"
The chances are two to one against us.,"[[16, 19, 'CARDINAL'], [23, 26, 'CARDINAL']]"
The chances are two to one against us.,"[[16, 19, 'CARDINAL'], [23, 26, 'CARDINAL']]"
Keiko sings.,"[[0, 5, 'PERSON']]"
Keiko is a singer.,"[[0, 5, 'PERSON']]"
Keiko is at the head of her class.,"[[0, 5, 'PERSON']]"
Keiko has a good figure.,"[[0, 5, 'PERSON']]"
"Keiko bought a new shelf, on which she put her dolls.","[[0, 5, 'PERSON']]"
Keiko informed him of her safe arrival.,"[[0, 5, 'PERSON']]"
"The notice says, ""Danger! 10,000 VOLTS.""","[[26, 32, 'CARDINAL']]"
"Business is bad, and the outlook for next year is even worse.","[[37, 46, 'DATE']]"
Keiko's parents talked her out of dating him.,"[[0, 5, 'PERSON']]"
Capital investments planned by major Japanese businesses for this year have been revised upward in view of an improving economic outlook.,"[[37, 45, 'NORP'], [61, 70, 'DATE']]"
Capital investments planned by major Japanese businesses for this year have been revised upward in view of an improving economic outlook.,"[[37, 45, 'NORP'], [61, 70, 'DATE']]"
I ordered five books on economics from London.,"[[10, 14, 'CARDINAL'], [39, 45, 'GPE']]"
I ordered five books on economics from London.,"[[10, 14, 'CARDINAL'], [39, 45, 'GPE']]"
"Some economists estimate that housewives' services, valued in money, would amount to about 25% of GNP.","[[85, 94, 'PERCENT']]"
Economic development is important for Africa.,"[[38, 44, 'LOC']]"
There is not one person who is in agreement with the plan.,"[[13, 16, 'CARDINAL']]"
It is one thing to make a plan and quite another to carry it out.,"[[6, 9, 'CARDINAL']]"
"It's one thing to make plans, but quite another to carry them out.","[[5, 8, 'CARDINAL']]"
Statements will be mailed every quarter.,"[[26, 39, 'DATE']]"
The police have been searching for the stolen goods for almost a month.,"[[56, 70, 'DATE']]"
The officer charged me with driving 80 kilometers an hour.,"[[36, 49, 'QUANTITY']]"
The policeman separated the two men who were fighting.,"[[28, 31, 'CARDINAL']]"
It was Mike that telephoned the police.,"[[7, 11, 'PERSON']]"
The police will put you behind bars for twenty years.,"[[40, 52, 'DATE']]"
The police searched the house and seized 2 kilograms of heroin.,"[[41, 52, 'QUANTITY']]"
The police have made hundreds of drug busts across the country.,"[[21, 29, 'CARDINAL']]"
The police arrested the suspect yesterday.,"[[32, 41, 'DATE']]"
The police charged Sachiyo with the murder.,"[[19, 26, 'PERSON']]"
The police kept looking for a stolen article for about one month.,"[[49, 64, 'DATE']]"
The police have traced her to Paris.,"[[30, 35, 'GPE']]"
I was driving at 120 kilometers per hour when the police stopped me.,"[[17, 31, 'QUANTITY']]"
The policeman told me that the last bus leaves at ten.,"[[50, 53, 'CARDINAL']]"
The guards rotated in making their rounds every hour.,"[[42, 52, 'TIME']]"
Guards are stationed 'round the clock at the Imperial Palace in Tokyo.,"[[41, 60, 'FAC'], [64, 69, 'GPE']]"
Guards are stationed 'round the clock at the Imperial Palace in Tokyo.,"[[41, 60, 'FAC'], [64, 69, 'GPE']]"
A slight cold prevented me from going to Ibusuki with my family.,"[[41, 48, 'GPE']]"
I had a very good time at Karuizawa.,"[[26, 35, 'GPE']]"
Karuizawa is famous as a summer resort.,"[[0, 9, 'GPE']]"
Enjoy the experience of a relaxing day at Karuizawa.,"[[42, 51, 'GPE']]"
"As likely as not, whales will be extinct by the end of this century.","[[44, 67, 'DATE']]"
"At the theater, Kathy changed seats with her mother.","[[16, 21, 'PERSON']]"
I met Yoko on my way to the theater.,"[[6, 10, 'PERSON']]"
Theater attendance usually falls off in summer.,"[[40, 46, 'DATE']]"
The words above the door of the theatre were a metre high.,"[[45, 52, 'QUANTITY']]"
The shooting started around noon.,"[[21, 32, 'TIME']]"
"Since it was raining, Nancy hesitated to go out.","[[22, 27, 'PERSON']]"
He has been absent from work for a week.,"[[33, 39, 'DATE']]"
I decided. I'm going to ask him out tonight.,"[[36, 43, 'TIME']]"
We will now report on this year's business results.,"[[27, 31, 'DATE']]"
Five runners reached the finals.,"[[0, 4, 'CARDINAL']]"
The final game was postponed to tomorrow.,"[[32, 40, 'DATE']]"
Let's leave the decision to Tom.,"[[28, 31, 'PERSON']]"
One finding to emerge was that critical features differ between species.,"[[0, 3, 'CARDINAL']]"
We'll let you know the result within a week.,"[[37, 43, 'DATE']]"
The results were as follows: Japan 1st; Spain 2nd; Italy 3rd.,"[[29, 34, 'GPE'], [35, 38, 'ORDINAL'], [40, 45, 'GPE'], [51, 60, 'DATE']]"
The results were as follows: Japan 1st; Spain 2nd; Italy 3rd.,"[[29, 34, 'GPE'], [35, 38, 'ORDINAL'], [40, 45, 'GPE'], [51, 60, 'DATE']]"
The results were as follows: Japan 1st; Spain 2nd; Italy 3rd.,"[[29, 34, 'GPE'], [35, 38, 'ORDINAL'], [40, 45, 'GPE'], [51, 60, 'DATE']]"
The results were as follows: Japan 1st; Spain 2nd; Italy 3rd.,"[[29, 34, 'GPE'], [35, 38, 'ORDINAL'], [40, 45, 'GPE'], [51, 60, 'DATE']]"
It turned out there was nobody who would be the first to talk about it. What do we do now?,"[[48, 53, 'ORDINAL']]"
"After all, Stella was the only person who had the ham.","[[11, 17, 'PERSON']]"
"He brought it up first, but he didn't show up. What's going on?","[[17, 22, 'ORDINAL']]"
The day turned fine after all.,"[[0, 7, 'DATE']]"
The day turned out fine after all.,"[[0, 7, 'DATE']]"
"After all, you have to look after number one.","[[34, 44, 'CARDINAL']]"
"Among married couples, there has been an increase in divorce and separation with the result that there are many more one-parent families.","[[117, 120, 'CARDINAL']]"
They split up after a year of marriage.,"[[20, 26, 'DATE']]"
We've been married for five years.,"[[23, 33, 'DATE']]"
She was a Bennett before she married.,"[[10, 17, 'PERSON']]"
She was a Wakahata before she married.,"[[10, 18, 'NORP']]"
Marriage can be a wonderful thing if two people understand each other.,"[[37, 40, 'CARDINAL']]"
The wedding will take place at the end of October.,"[[31, 49, 'DATE']]"
The wedding will take place on Saturday.,"[[31, 39, 'DATE']]"
The wedding will take place next spring.,"[[28, 39, 'DATE']]"
My blood pressure is 155 over 105.,"[[21, 24, 'CARDINAL'], [30, 33, 'CARDINAL']]"
My blood pressure is 155 over 105.,"[[21, 24, 'CARDINAL'], [30, 33, 'CARDINAL']]"
It's by no means impossible to earn one million yen a month.,"[[36, 51, 'MONEY']]"
"Because just a few lines once a month are sufficient, if you write a blog, your ability in English will increase just from doing this.","[[91, 98, 'LANGUAGE']]"
I put ten thousand yen into the bank every month.,"[[6, 22, 'MONEY']]"
"I have an income of 50,000 yen a month.","[[20, 30, 'MONEY']]"
How often a month do you go to the movies?,"[[10, 17, 'DATE']]"
I go to the movies three or four times a month.,"[[19, 24, 'CARDINAL'], [28, 32, 'CARDINAL']]"
I go to the movies three or four times a month.,"[[19, 24, 'CARDINAL'], [28, 32, 'CARDINAL']]"
I hope the day will soon come when we can travel to the moon.,"[[7, 14, 'DATE']]"
The gravity of the moon is one-sixth of that of the earth.,"[[27, 36, 'CARDINAL']]"
The moon goes round the earth once a month.,"[[24, 29, 'LOC']]"
The moon is the earth's only satellite.,"[[16, 21, 'LOC']]"
The moon is the Earth's satellite.,"[[16, 21, 'LOC']]"
The moon shines at night.,"[[19, 24, 'TIME']]"
A trip to the Moon is no longer a dream.,"[[14, 18, 'LOC']]"
A moon rocket will be launched tonight.,"[[31, 38, 'TIME']]"
I can't live on ten thousand yen a month.,"[[16, 32, 'MONEY']]"
Attached is my monthly report.,"[[15, 22, 'DATE']]"
My menstrual cycle is about every four weeks.,"[[22, 44, 'DATE']]"
It is generally believed that a trip to the moon will be made possible during this century.,"[[78, 90, 'DATE']]"
The months slipped by and still there was no news of him.,"[[0, 10, 'DATE']]"
"By means of monthly payments, people can purchase more than in the past.","[[12, 19, 'DATE']]"
I have so little money at the end of the month.,"[[26, 46, 'DATE']]"
The month is drawing to an end.,"[[0, 9, 'DATE']]"
"I work every other day: Monday, Wednesday and Friday.","[[24, 30, 'DATE'], [32, 41, 'DATE'], [46, 52, 'DATE']]"
"I work every other day: Monday, Wednesday and Friday.","[[24, 30, 'DATE'], [32, 41, 'DATE'], [46, 52, 'DATE']]"
"I work every other day: Monday, Wednesday and Friday.","[[24, 30, 'DATE'], [32, 41, 'DATE'], [46, 52, 'DATE']]"
I will be here from Monday to Thursday.,"[[20, 26, 'DATE'], [30, 38, 'DATE']]"
I will be here from Monday to Thursday.,"[[20, 26, 'DATE'], [30, 38, 'DATE']]"
Please get this work finished by Monday.,"[[33, 39, 'DATE']]"
It is important for everything to be ready by Monday.,"[[46, 52, 'DATE']]"
We need a firm quotation by Monday.,"[[28, 34, 'DATE']]"
Monday was appointed as the day for the next meeting.,"[[0, 6, 'DATE'], [24, 31, 'DATE']]"
Monday was appointed as the day for the next meeting.,"[[0, 6, 'DATE'], [24, 31, 'DATE']]"
It's Monday.,"[[5, 11, 'DATE']]"
Every Monday Mrs. Evans washed all the family's clothes in the tin bath.,"[[0, 12, 'DATE'], [18, 23, 'PERSON']]"
Every Monday Mrs. Evans washed all the family's clothes in the tin bath.,"[[0, 12, 'DATE'], [18, 23, 'PERSON']]"
"On Mondays, the buses are late more often than not.","[[3, 10, 'DATE']]"
How many classes do you have on Monday?,"[[32, 38, 'DATE']]"
We have to turn in our reports on Monday.,"[[34, 40, 'DATE']]"
I hope you will return it by Monday.,"[[29, 35, 'DATE']]"
Please return it by 10 a.m. Monday.,"[[20, 27, 'TIME'], [28, 34, 'DATE']]"
Please return it by 10 a.m. Monday.,"[[20, 27, 'TIME'], [28, 34, 'DATE']]"
I always feel blue on Mondays.,"[[22, 29, 'DATE']]"
"They fed me a line about Monday being a holiday, so I took the day off, and it wasn't.","[[25, 31, 'DATE']]"
Monday is my busiest day.,"[[0, 6, 'DATE']]"
Monday's not good.,"[[0, 6, 'DATE']]"
Monday comes after Sunday.,"[[0, 6, 'DATE'], [19, 25, 'DATE']]"
Monday comes after Sunday.,"[[0, 6, 'DATE'], [19, 25, 'DATE']]"
I'll be here by Monday.,"[[16, 22, 'DATE']]"
You should hand in your report to me on Monday.,"[[40, 46, 'DATE']]"
Any day will do except Monday.,"[[23, 29, 'DATE']]"
The monthly staff meeting is never held on Monday.,"[[4, 11, 'DATE'], [43, 49, 'DATE']]"
The monthly staff meeting is never held on Monday.,"[[4, 11, 'DATE'], [43, 49, 'DATE']]"
Ken may well be glad about the result of the test.,"[[0, 3, 'PERSON']]"
Ken and Joe went to the park to play tennis.,"[[0, 3, 'PERSON'], [8, 11, 'PERSON']]"
Ken and Joe went to the park to play tennis.,"[[0, 3, 'PERSON'], [8, 11, 'PERSON']]"
Did Ken and Joe eat lunch about noon?,"[[4, 7, 'PERSON'], [12, 15, 'PERSON'], [26, 36, 'TIME']]"
Did Ken and Joe eat lunch about noon?,"[[4, 7, 'PERSON'], [12, 15, 'PERSON'], [26, 36, 'TIME']]"
Did Ken and Joe eat lunch about noon?,"[[4, 7, 'PERSON'], [12, 15, 'PERSON'], [26, 36, 'TIME']]"
Both Ken's mother and her friend will arrive at the airport soon.,"[[5, 8, 'PERSON']]"
Ken's dog is white.,"[[0, 3, 'PERSON']]"
Ken is the taller of them.,"[[0, 3, 'PERSON']]"
Ken went to the supermarket to buy some eggs.,"[[0, 3, 'PERSON']]"
Ken talked with his friends yesterday.,"[[0, 3, 'PERSON'], [28, 37, 'DATE']]"
Ken talked with his friends yesterday.,"[[0, 3, 'PERSON'], [28, 37, 'DATE']]"
Ken is so busy that he can't come.,"[[0, 3, 'PERSON']]"
Ken is quite an athlete.,"[[0, 3, 'PERSON']]"
Ken is as tall as Bill.,"[[0, 3, 'PERSON'], [18, 22, 'PERSON']]"
Ken is as tall as Bill.,"[[0, 3, 'PERSON'], [18, 22, 'PERSON']]"
Ken is a football player.,"[[0, 3, 'PERSON']]"
Ken has not washed the car yet.,"[[0, 3, 'PERSON']]"
Ken has been to England before.,"[[0, 3, 'PERSON'], [16, 23, 'GPE']]"
Ken has been to England before.,"[[0, 3, 'PERSON'], [16, 23, 'GPE']]"
Ken has never visited Kyoto.,"[[0, 3, 'PERSON'], [22, 27, 'GPE']]"
Ken has never visited Kyoto.,"[[0, 3, 'PERSON'], [22, 27, 'GPE']]"
Has Ken left Japan for good?,"[[4, 7, 'PERSON'], [13, 18, 'GPE']]"
Has Ken left Japan for good?,"[[4, 7, 'PERSON'], [13, 18, 'GPE']]"
"Ken can swim, can't he?","[[0, 3, 'PERSON']]"
Ken studies not only English but French.,"[[0, 3, 'PERSON'], [21, 28, 'LANGUAGE'], [33, 39, 'LANGUAGE']]"
Ken studies not only English but French.,"[[0, 3, 'PERSON'], [21, 28, 'LANGUAGE'], [33, 39, 'LANGUAGE']]"
Ken studies not only English but French.,"[[0, 3, 'PERSON'], [21, 28, 'LANGUAGE'], [33, 39, 'LANGUAGE']]"
Ken looks happy.,"[[0, 3, 'PERSON']]"
Ken was in Japan last year.,"[[0, 3, 'PERSON'], [11, 16, 'GPE'], [17, 26, 'DATE']]"
Ken was in Japan last year.,"[[0, 3, 'PERSON'], [11, 16, 'GPE'], [17, 26, 'DATE']]"
Ken was in Japan last year.,"[[0, 3, 'PERSON'], [11, 16, 'GPE'], [17, 26, 'DATE']]"
Ken has not been here since this morning.,"[[0, 3, 'PERSON'], [28, 40, 'TIME']]"
Ken has not been here since this morning.,"[[0, 3, 'PERSON'], [28, 40, 'TIME']]"
Ken is the youngest of the four.,"[[0, 3, 'PERSON'], [27, 31, 'CARDINAL']]"
Ken is the youngest of the four.,"[[0, 3, 'PERSON'], [27, 31, 'CARDINAL']]"
Ken was at a loss what to say next.,"[[0, 3, 'PERSON']]"
Ken is kind to the girls.,"[[0, 3, 'PERSON']]"
Ken's really a chip off the old block.,"[[0, 3, 'PERSON']]"
Ken keeps two cats.,"[[0, 3, 'PERSON'], [10, 13, 'CARDINAL']]"
Ken keeps two cats.,"[[0, 3, 'PERSON'], [10, 13, 'CARDINAL']]"
"Ken is tall, but I'm not.","[[0, 3, 'PERSON']]"
Ken has a white dog.,"[[0, 3, 'PERSON']]"
"Ken told me he got 95 on the math exam, but that's a bunch of baloney.","[[0, 3, 'PERSON'], [19, 21, 'CARDINAL']]"
"Ken told me he got 95 on the math exam, but that's a bunch of baloney.","[[0, 3, 'PERSON'], [19, 21, 'CARDINAL']]"
Ken plays soccer every day.,"[[0, 3, 'PERSON']]"
Ken wants to be a baseball player.,"[[0, 3, 'PERSON']]"
Ken went to the park to meet Yumi.,"[[0, 3, 'PERSON'], [29, 33, 'PERSON']]"
Ken went to the park to meet Yumi.,"[[0, 3, 'PERSON'], [29, 33, 'PERSON']]"
Ken will be fifteen next year.,"[[0, 3, 'PERSON'], [12, 29, 'DATE']]"
Ken will be fifteen next year.,"[[0, 3, 'PERSON'], [12, 29, 'DATE']]"
"Who runs faster, Ken or Tony?","[[17, 20, 'PERSON'], [24, 28, 'PERSON']]"
"Who runs faster, Ken or Tony?","[[17, 20, 'PERSON'], [24, 28, 'PERSON']]"
Health is the first condition of happiness.,"[[14, 19, 'ORDINAL']]"
His good health enabled him to work till the age of seventy-five.,"[[41, 64, 'DATE']]"
"From the viewpoint of health, Tokyo is not such a good place to live.","[[30, 35, 'GPE']]"
It took me a whole year to recover my health.,"[[11, 23, 'DATE']]"
Two rival parties are essential to good democratic government.,"[[0, 3, 'CARDINAL']]"
Kentaro is staying with his friend in Kyoto.,"[[0, 7, 'PERSON'], [38, 43, 'GPE']]"
Kentaro is staying with his friend in Kyoto.,"[[0, 7, 'PERSON'], [38, 43, 'GPE']]"
Kenji flatters himself that he is quite handsome.,"[[0, 5, 'PERSON']]"
Kenji is always the first to come to school.,"[[0, 5, 'PERSON'], [20, 25, 'ORDINAL']]"
Kenji is always the first to come to school.,"[[0, 5, 'PERSON'], [20, 25, 'ORDINAL']]"
Kenji decided to become a cook.,"[[0, 5, 'PERSON']]"
Kenji abandoned his hope of becoming a doctor.,"[[0, 5, 'PERSON']]"
Kenji is a good speaker of English.,"[[0, 5, 'PERSON'], [27, 34, 'LANGUAGE']]"
Kenji is a good speaker of English.,"[[0, 5, 'PERSON'], [27, 34, 'LANGUAGE']]"
Kenji told his friends a story about his trip to India.,"[[0, 5, 'PERSON'], [49, 54, 'GPE']]"
Kenji told his friends a story about his trip to India.,"[[0, 5, 'PERSON'], [49, 54, 'GPE']]"
Ken's really got computers on the brain.,"[[0, 3, 'PERSON']]"
Kaneko was so stressed out at her new job that she had a nervous breakdown.,"[[0, 6, 'PERSON']]"
Quarrels would not last long if the fault were only on one side.,"[[55, 58, 'CARDINAL']]"
The two quarreling children sat making faces at each other.,"[[4, 7, 'CARDINAL']]"
The first phase of construction has been completed.,"[[4, 9, 'ORDINAL']]"
"By architectural symmetry, Emmet means geometric symmetry combined with aesthetic uniformity.","[[27, 32, 'PERSON']]"
Takeo felt in his pocket for the ticket.,"[[0, 5, 'PERSON']]"
We must not violate the Constitution.,"[[24, 36, 'LAW']]"
"We have a dog, a cat and three canaries.","[[25, 30, 'CARDINAL']]"
A dog jumped onto the chair and lay motionless for five minutes.,"[[51, 63, 'TIME']]"
I have three dogs; one is male and the others are female.,"[[7, 12, 'CARDINAL'], [19, 22, 'CARDINAL']]"
I have three dogs; one is male and the others are female.,"[[7, 12, 'CARDINAL'], [19, 22, 'CARDINAL']]"
A dog has four legs.,"[[10, 14, 'CARDINAL']]"
The dog waited day after day for its master's return.,"[[15, 28, 'DATE']]"
"During the first year of his research, he learned he had ALS.","[[7, 21, 'DATE']]"
I'm certain we can deliver the laboratory equipment by March 15th.,"[[55, 65, 'DATE']]"
The training session is scheduled to begin at 4 p.m.,"[[46, 51, 'TIME']]"
Look! Two boys are fighting.,"[[6, 9, 'CARDINAL']]"
"Behold, the Lamb of God, who takes away the sins of the world!","[[8, 23, 'PERSON']]"
Kenji is a tennis player.,"[[0, 5, 'PERSON']]"
Kenji plays tennis.,"[[0, 5, 'PERSON']]"
Some wise man has said life consists of one disappointment after another.,"[[40, 43, 'CARDINAL']]"
To climb steep hills requires a slow pace at first.,"[[45, 50, 'ORDINAL']]"
How are you? What sort of day are you having today?,"[[45, 50, 'DATE']]"
Hardy young people like mountaineering.,"[[0, 5, 'PERSON']]"
"Mr Suzuki, who is a former Prime Minister, will be chairman of the committee.","[[3, 9, 'PERSON']]"
"On New Year's Day, many people visit neighborhood shrines.","[[3, 17, 'EVENT']]"
On New Year's Day many Japanese go to the shrine to worship.,"[[3, 17, 'EVENT'], [23, 31, 'NORP']]"
On New Year's Day many Japanese go to the shrine to worship.,"[[3, 17, 'EVENT'], [23, 31, 'NORP']]"
The atomic bomb is the offspring of 20th century physics.,"[[36, 48, 'DATE']]"
The two teams debated on the issue of nuclear power.,"[[4, 7, 'CARDINAL']]"
The natives saw an airplane then for the first time.,"[[41, 46, 'ORDINAL']]"
Harajuku is one of the hottest places in Tokyo.,"[[0, 8, 'GPE'], [12, 15, 'CARDINAL'], [41, 46, 'GPE']]"
Harajuku is one of the hottest places in Tokyo.,"[[0, 8, 'GPE'], [12, 15, 'CARDINAL'], [41, 46, 'GPE']]"
Harajuku is one of the hottest places in Tokyo.,"[[0, 8, 'GPE'], [12, 15, 'CARDINAL'], [41, 46, 'GPE']]"
The atomic bomb destroyed the entire city of Hiroshima.,"[[45, 54, 'GPE']]"
"Strictly speaking, Chinese consists of hundreds of dialects.","[[19, 26, 'NORP'], [39, 47, 'CARDINAL']]"
"Strictly speaking, Chinese consists of hundreds of dialects.","[[19, 26, 'NORP'], [39, 47, 'CARDINAL']]"
We give a 10% discount for cash.,"[[10, 13, 'PERCENT']]"
"To many people today, ""competitive"" is a bad word.","[[15, 20, 'DATE']]"
At present there are about 31 million Americans over the age of sixty-five.,"[[21, 37, 'CARDINAL'], [38, 47, 'NORP'], [53, 74, 'DATE']]"
At present there are about 31 million Americans over the age of sixty-five.,"[[21, 37, 'CARDINAL'], [38, 47, 'NORP'], [53, 74, 'DATE']]"
At present there are about 31 million Americans over the age of sixty-five.,"[[21, 37, 'CARDINAL'], [38, 47, 'NORP'], [53, 74, 'DATE']]"
People say that Japan is the richest country in the world.,"[[16, 21, 'GPE']]"
Fifty of the machines are running at the present time.,"[[0, 5, 'CARDINAL']]"
"Now, one and a half billion more human beings can live on the earth's surface, supporting themselves by working for others.","[[5, 27, 'CARDINAL'], [62, 67, 'LOC']]"
"Now, one and a half billion more human beings can live on the earth's surface, supporting themselves by working for others.","[[5, 27, 'CARDINAL'], [62, 67, 'LOC']]"
Today our artificial satellites are revolving around the earth.,"[[0, 5, 'DATE']]"
What do you think has caused the present trade friction between Japan and the U.S.?,"[[64, 69, 'GPE'], [78, 82, 'GPE']]"
What do you think has caused the present trade friction between Japan and the U.S.?,"[[64, 69, 'GPE'], [78, 82, 'GPE']]"
His income is now double what it was ten years ago.,"[[37, 50, 'DATE']]"
"The current rate is about one airplane crash every two weeks, measuring all serious accidents to all types of transport jets.","[[20, 29, 'CARDINAL'], [45, 60, 'DATE']]"
"The current rate is about one airplane crash every two weeks, measuring all serious accidents to all types of transport jets.","[[20, 29, 'CARDINAL'], [45, 60, 'DATE']]"
Now I am very interested in the Italian Renaissance.,"[[32, 39, 'NORP']]"
The problem before us today is not a new one.,"[[22, 27, 'DATE']]"
"The factory now under construction will assemble 3,000 VCR units per day.","[[49, 54, 'CARDINAL']]"
"The average skilled workers now earn over $10,000 a year.","[[37, 49, 'MONEY']]"
We currently have 200 well organized sales offices all over Japan.,"[[18, 21, 'CARDINAL'], [60, 65, 'GPE']]"
We currently have 200 well organized sales offices all over Japan.,"[[18, 21, 'CARDINAL'], [60, 65, 'GPE']]"
"At present, we have 1,600 students at our school.","[[20, 25, 'CARDINAL']]"
Possession is nine points of the law.,"[[14, 18, 'CARDINAL']]"
"On the practical side, the application of Emmet's theory has produced several outstanding designs.","[[42, 47, 'PERSON']]"
The social problems of the day tend to be more and more complicated.,"[[23, 30, 'DATE']]"
What is the role of the University in the modern society?,"[[24, 34, 'ORG']]"
"I have difficulty understanding abstract modern art, especially Mondrian.","[[64, 72, 'PERSON']]"
Modern philosophy has its beginnings in the 19th century.,"[[40, 56, 'DATE']]"
Modern art has broken away from nineteenth century conventions.,"[[32, 50, 'DATE']]"
The local time is 10:00.,"[[18, 23, 'CARDINAL']]"
"After retirement, Teresa devoted herself to caring for orphans.","[[18, 24, 'PERSON']]"
"To say is one thing, to do is another.","[[10, 13, 'CARDINAL']]"
Saying and doing are two different things.,"[[21, 24, 'CARDINAL']]"
Saying is one thing and doing another.,"[[10, 13, 'CARDINAL']]"
"Talking is one thing, doing is another.","[[11, 14, 'CARDINAL']]"
"Needless to say, Norway has become the world's second largest oil supplier.","[[17, 23, 'GPE'], [47, 53, 'ORDINAL']]"
"Needless to say, Norway has become the world's second largest oil supplier.","[[17, 23, 'GPE'], [47, 53, 'ORDINAL']]"
"Needless to say, Judy came late as usual.","[[17, 21, 'PERSON']]"
It goes without saying that Rome was not built in a day.,"[[28, 32, 'GPE'], [50, 55, 'DATE']]"
It goes without saying that Rome was not built in a day.,"[[28, 32, 'GPE'], [50, 55, 'DATE']]"
"To say is one thing, and to do is another.","[[10, 13, 'CARDINAL']]"
"I can't quite explain it, but I believe I've caught a glimpse of the differences between Japanese and American cultures and lifestyles.","[[89, 97, 'NORP'], [102, 110, 'NORP']]"
"I can't quite explain it, but I believe I've caught a glimpse of the differences between Japanese and American cultures and lifestyles.","[[89, 97, 'NORP'], [102, 110, 'NORP']]"
"Saying is one thing, and doing is quite another.","[[10, 13, 'CARDINAL']]"
"I would define, in brief, the poetry of words as the Rhythmical Creation of Beauty.","[[49, 82, 'WORK_OF_ART']]"
His accent betrays him to be a Frenchman.,"[[31, 40, 'NORP']]"
Proverbs are still very popular in America.,"[[35, 42, 'GPE']]"
I wonder if there is any meaning to putting proverbs into English.,"[[58, 65, 'LANGUAGE']]"
The deceased was eighty years old.,"[[17, 33, 'DATE']]"
Individuals do not exist for the development of the State.,"[[52, 57, 'ORG']]"
There are many old Indian legends.,"[[19, 25, 'NORP']]"
The old television set went for 10 dollars.,"[[32, 42, 'MONEY']]"
"Old homes, especially traditional Japanese ones, can be damp and unfriendly to modern life.","[[34, 42, 'NORP']]"
The old guard was nearly voted out of the Upper House.,"[[38, 53, 'FAC']]"
"In the days of the ancient Incas, it was the largest city in America.","[[3, 26, 'DATE'], [27, 32, 'LOC'], [61, 68, 'GPE']]"
