sentence, entity type + position
Two jet planes took off at the same time.,"[[0, 3, 'MISC']]"
Carbon dioxide sometimes harms people.,"[[0, 6, 'MISC']]"
Can I borrow one for about two weeks?,"[[0, 5, 'PER']]"
How about taking in the Nijo Castle?,"[[24, 36, 'LOC']]"
Two doctors were talking shop.,"[[0, 3, 'MISC']]"
Two detectives followed the suspect.,"[[0, 3, 'MISC']]"
Two brothers set out on a journey together.,"[[0, 3, 'MISC']]"
"Two police officers tried to restrain him, but he broke away and ran into a nearby house.","[[0, 3, 'MISC'], [83, 89, 'LOC']]"
"Two police officers tried to restrain him, but he broke away and ran into a nearby house.","[[0, 3, 'MISC'], [83, 89, 'LOC']]"
Two boys came running out of the room.,"[[0, 3, 'MISC']]"
Two men came up to me.,"[[0, 3, 'MISC']]"
Two men were fighting on the street.,"[[0, 3, 'MISC']]"
"When the two disciples heard him say this, they followed Jesus.","[[57, 63, 'PER']]"
"Two's company, three's a crowd.","[[0, 5, 'MISC']]"
"Two is company, but three is none.","[[0, 3, 'MISC']]"
"Having failed twice, William didn't want to try again.","[[21, 28, 'PER']]"
He came back two days after.,"[[22, 28, 'PER']]"
"More than 20,000 Americans are murdered each year.","[[17, 26, 'MISC']]"
Jiro is not in.,"[[0, 4, 'LOC']]"
"Flesh gives birth to flesh, Spirit gives birth to Spirit.","[[0, 5, 'MISC'], [28, 34, 'MISC'], [50, 57, 'PER']]"
"Flesh gives birth to flesh, Spirit gives birth to Spirit.","[[0, 5, 'MISC'], [28, 34, 'MISC'], [50, 57, 'PER']]"
"Flesh gives birth to flesh, Spirit gives birth to Spirit.","[[0, 5, 'MISC'], [28, 34, 'MISC'], [50, 57, 'PER']]"
Meat won't keep long in this heat.,"[[0, 4, 'PER']]"
"Meat, please.","[[0, 13, 'LOC']]"
Shinji goes for a walk after dark every day.,"[[0, 6, 'MISC']]"
Japanese flags were flying.,"[[0, 8, 'MISC']]"
The Grand Canyon at sunrise was the most impressive sight that I had ever seen.,"[[4, 16, 'LOC']]"
How do I get to your office from Hioka Park?,"[[33, 44, 'LOC']]"
Keeping a diary also gives us a chance to reflect on our daily life.,"[[27, 29, 'LOC']]"
"In order to prevent a further drop of the Japanese currency, the Bank of Japan intervened in the market to support it at around 150 yen to the dollar.","[[42, 50, 'MISC'], [65, 78, 'ORG']]"
"In order to prevent a further drop of the Japanese currency, the Bank of Japan intervened in the market to support it at around 150 yen to the dollar.","[[42, 50, 'MISC'], [65, 78, 'ORG']]"
"The Bank of Japan lowered its discount rate by half a percentage point Monday, bringing the key lending rate to 4.5%.","[[4, 17, 'ORG']]"
The Bank of Japan is considered to have conducted a support buying of an estimated $1 billion on the Tokyo foreign exchange market.,"[[4, 17, 'ORG'], [101, 106, 'LOC']]"
The Bank of Japan is considered to have conducted a support buying of an estimated $1 billion on the Tokyo foreign exchange market.,"[[4, 17, 'ORG'], [101, 106, 'LOC']]"
The Nikkei index jumped dramatically just before closing.,"[[4, 10, 'LOC']]"
"The Nikkei Stock Average lost nearly 200 points to close yesterday at 18,000.","[[4, 24, 'LOC']]"
Sunshine is beneficial to plants.,"[[0, 8, 'LOC']]"
Nikko is situated about seventy five miles north of Tokyo.,"[[0, 5, 'PER'], [52, 58, 'LOC']]"
Nikko is situated about seventy five miles north of Tokyo.,"[[0, 5, 'PER'], [52, 58, 'LOC']]"
"With JAL tickets so expensive, expatriates flew Air Iraq.","[[5, 8, 'ORG'], [48, 57, 'ORG']]"
"With JAL tickets so expensive, expatriates flew Air Iraq.","[[5, 8, 'ORG'], [48, 57, 'ORG']]"
Sunburn irritates the skin.,"[[0, 7, 'PER']]"
The dry spell continued into September.,"[[29, 39, 'PER']]"
Moderate exercise is good for you.,"[[0, 8, 'PER']]"
Moderate exercise is good for your health.,"[[0, 8, 'PER']]"
Diplomatic relations have not yet been established between Japan and North Korea.,"[[59, 64, 'LOC'], [69, 81, 'LOC']]"
Diplomatic relations have not yet been established between Japan and North Korea.,"[[59, 64, 'LOC'], [69, 81, 'LOC']]"
Japanese and American interests clashed on this point.,"[[0, 8, 'MISC'], [13, 21, 'MISC']]"
Japanese and American interests clashed on this point.,"[[0, 8, 'MISC'], [13, 21, 'MISC']]"
Frictions between Japan and the U.S. are easing up for a change.,"[[18, 23, 'LOC'], [32, 36, 'LOC']]"
Frictions between Japan and the U.S. are easing up for a change.,"[[18, 23, 'LOC'], [32, 36, 'LOC']]"
Mt. Fuji is a beautiful sight at sunset.,"[[0, 8, 'LOC']]"
The time will soon come when Japan will distinguish herself in winter sports.,"[[29, 34, 'LOC']]"
"Unless Japan eliminates those barriers, the U.S. will take sanctions.","[[7, 12, 'LOC'], [44, 48, 'LOC']]"
"Unless Japan eliminates those barriers, the U.S. will take sanctions.","[[7, 12, 'LOC'], [44, 48, 'LOC']]"
"Unless Japan eliminates those unfair tariffs, the U.S. will impose sanctions.","[[7, 12, 'LOC'], [50, 54, 'LOC']]"
"Unless Japan eliminates those unfair tariffs, the U.S. will impose sanctions.","[[7, 12, 'LOC'], [50, 54, 'LOC']]"
It took a long time for Japanese imports to penetrate the American consumer markets.,"[[24, 32, 'MISC'], [58, 66, 'MISC']]"
It took a long time for Japanese imports to penetrate the American consumer markets.,"[[24, 32, 'MISC'], [58, 66, 'MISC']]"
Building a tunnel from Japan to China is out of the question.,"[[23, 28, 'LOC'], [32, 37, 'LOC']]"
Building a tunnel from Japan to China is out of the question.,"[[23, 28, 'LOC'], [32, 37, 'LOC']]"
I come from Japan.,"[[12, 17, 'LOC']]"
"Unless Japan eliminates its unfair tariffs, the U.S. will impose sanctions.","[[7, 12, 'LOC'], [48, 52, 'LOC']]"
"Unless Japan eliminates its unfair tariffs, the U.S. will impose sanctions.","[[7, 12, 'LOC'], [48, 52, 'LOC']]"
The Japan team won the gold medal in the game.,"[[4, 9, 'LOC']]"
Where is the longest tunnel in Japan?,"[[31, 37, 'LOC']]"
What mountain do you think is the second highest in Japan?,"[[52, 58, 'LOC']]"
I'm looking forward to seeing you again in Japan.,"[[43, 48, 'LOC']]"
What's the most delicious fruit in Japan?,"[[35, 41, 'LOC']]"
What is the tallest building in Japan?,"[[32, 38, 'LOC']]"
Which river is the longest in Japan?,"[[30, 36, 'LOC']]"
The cost of living in Japan is going down.,"[[22, 27, 'LOC']]"
The sales in Japan are small in comparison with those in Europe.,"[[13, 18, 'LOC'], [57, 63, 'LOC']]"
The sales in Japan are small in comparison with those in Europe.,"[[13, 18, 'LOC'], [57, 63, 'LOC']]"
What is the average life span in Japan?,"[[33, 39, 'LOC']]"
In Japan people come of age when they are 20 years old.,"[[3, 8, 'LOC']]"
"In Japan, you are surrounded by beauty.","[[3, 8, 'LOC']]"
A 5% consumption tax is levied on most goods and services in Japan.,"[[61, 66, 'LOC']]"
"In Japan, we are paid by the month.","[[3, 8, 'LOC']]"
In Japan we do not repeat a year until high school.,"[[3, 8, 'LOC']]"
Cars keep to the left in Japan.,"[[25, 30, 'LOC']]"
In Japan people drive on the left.,"[[3, 8, 'LOC']]"
"In Japan, school starts in April.","[[3, 8, 'LOC'], [27, 33, 'LOC']]"
"In Japan, school starts in April.","[[3, 8, 'LOC'], [27, 33, 'LOC']]"
What others think of a person really matters in Japan.,"[[48, 53, 'LOC']]"
"In Japan, the payroll tax is usually withheld from the monthly salary.","[[3, 8, 'LOC']]"
"In Japan, people become legally of age at twenty.","[[3, 8, 'LOC']]"
"In Japan, politicians are more often laughed at than loved in comics.","[[3, 8, 'LOC']]"
"In Japan, relations between neighbors are apt to be cooler than in USA.","[[3, 8, 'LOC'], [67, 70, 'LOC']]"
"In Japan, relations between neighbors are apt to be cooler than in USA.","[[3, 8, 'LOC'], [67, 70, 'LOC']]"
We can drive in Japan when we are eighteen years old.,"[[16, 21, 'LOC']]"
In Japan children as young as 3 begin violin lessons.,"[[3, 8, 'LOC'], [38, 53, 'PER']]"
In Japan children as young as 3 begin violin lessons.,"[[3, 8, 'LOC'], [38, 53, 'PER']]"
In Japan we have to put a sixty-two yen stamp on a letter.,"[[3, 8, 'LOC']]"
It rains a lot in June in Japan.,"[[26, 31, 'LOC']]"
In Japan we have a lot of rain in June.,"[[3, 8, 'LOC']]"
"In Japan, a beautiful city was built as early as the eighth century.","[[3, 8, 'LOC']]"
Job hopping was not so common in Japan as in America.,"[[0, 3, 'MISC'], [33, 38, 'LOC'], [45, 53, 'LOC']]"
Job hopping was not so common in Japan as in America.,"[[0, 3, 'MISC'], [33, 38, 'LOC'], [45, 53, 'LOC']]"
Job hopping was not so common in Japan as in America.,"[[0, 3, 'MISC'], [33, 38, 'LOC'], [45, 53, 'LOC']]"
"In Japan, bowing is common courtesy.","[[3, 8, 'LOC']]"
It is said that golf is very popular in Japan.,"[[40, 45, 'LOC']]"
Computer supplies are very expensive in Japan.,"[[40, 45, 'LOC']]"
We often eat fish raw in Japan.,"[[25, 30, 'LOC']]"
That isn't the case in Japan.,"[[23, 28, 'LOC']]"
Where did you go to in Japan?,"[[23, 29, 'LOC']]"
What do you do in Japan?,"[[18, 24, 'LOC']]"
It's bad manners to eat on trains and buses in Japan.,"[[47, 52, 'LOC']]"
In Japan almost all roads are single lane.,"[[3, 8, 'LOC']]"
Rice farming has been developed to a high degree in Japan.,"[[0, 4, 'PER'], [52, 57, 'LOC']]"
Rice farming has been developed to a high degree in Japan.,"[[0, 4, 'PER'], [52, 57, 'LOC']]"
English education flourishes in Japan.,"[[0, 7, 'MISC'], [32, 37, 'LOC']]"
English education flourishes in Japan.,"[[0, 7, 'MISC'], [32, 37, 'LOC']]"
"In Japan, you can see the orderly lines at stations.","[[3, 8, 'LOC']]"
"In Japan, it is very hot in summer.","[[3, 8, 'LOC']]"
In Japan people take off their shoes when they enter a house.,"[[3, 8, 'LOC']]"
You are supposed to take off your shoes when entering a house in Japan.,"[[65, 70, 'LOC']]"
In Japan the new term begins in April at school.,"[[3, 8, 'LOC']]"
"In Japan, the school year begins in April.","[[3, 8, 'LOC'], [36, 42, 'LOC']]"
"In Japan, the school year begins in April.","[[3, 8, 'LOC'], [36, 42, 'LOC']]"
"In Japan, are nurses high on the social scale?","[[3, 8, 'LOC']]"
We make much of the changing of the seasons in Japan.,"[[47, 52, 'LOC']]"
In Japan wages are usually in proportion to seniority.,"[[3, 8, 'LOC']]"
The marriage must be reported in a document in Japan.,"[[47, 52, 'LOC']]"
Many Japanese get married in church.,"[[5, 13, 'MISC']]"
"In Japan, company aims come before personal goals.","[[3, 8, 'LOC']]"
It's rare to find big yards in Japan.,"[[31, 36, 'LOC']]"
How many times has Japan hosted the Olympics?,"[[19, 24, 'LOC'], [36, 45, 'MISC']]"
How many times has Japan hosted the Olympics?,"[[19, 24, 'LOC'], [36, 45, 'MISC']]"
"In Japan, all children go to school.","[[3, 8, 'LOC']]"
Bicycles keep to the left in Japan.,"[[29, 34, 'LOC']]"
In Japan you don't pour your own beer; someone else does it for you.,"[[3, 8, 'LOC']]"
"In Japan, we drive on the left side of the road.","[[3, 8, 'LOC']]"
"In Japan, employment opportunities are significantly lower for women than they are for men.","[[3, 8, 'LOC']]"
"In Japan, attendance at elementary and junior high school is compulsory.","[[3, 8, 'LOC']]"
No other river in Japan is as long as the Shinano.,"[[18, 23, 'LOC'], [42, 50, 'LOC']]"
No other river in Japan is as long as the Shinano.,"[[18, 23, 'LOC'], [42, 50, 'LOC']]"
The new term starts in April in Japan.,"[[32, 37, 'LOC']]"
In Japan a new school year starts in April.,"[[3, 8, 'LOC'], [37, 43, 'LOC']]"
In Japan a new school year starts in April.,"[[3, 8, 'LOC'], [37, 43, 'LOC']]"
"When parents get old in Japan, they are customarily looked after by their children.","[[24, 29, 'LOC']]"
In Japan we may criticize the government freely.,"[[3, 8, 'LOC']]"
Petroleum priced coal out of the energy market in Japan.,"[[50, 55, 'LOC']]"
The Centigrade scale is used in Japan.,"[[4, 14, 'LOC'], [32, 37, 'LOC']]"
The Centigrade scale is used in Japan.,"[[4, 14, 'LOC'], [32, 37, 'LOC']]"
"It is known all over the world that, in Japan, students have to take difficult entrance examinations to enter universities.","[[40, 45, 'LOC']]"
"In Japan, it is proper to bow when you meet someone.","[[3, 8, 'LOC']]"
"In Japan you can always catch a cab, day or night.","[[3, 8, 'LOC']]"
Japan is not rich in natural resources.,"[[0, 5, 'LOC']]"
The locality does not count for much in Japan.,"[[40, 45, 'LOC']]"
"Along with Tokyo, Osaka is a center of commerce.","[[11, 16, 'LOC'], [18, 23, 'LOC']]"
"Along with Tokyo, Osaka is a center of commerce.","[[11, 16, 'LOC'], [18, 23, 'LOC']]"
"In Japan, the rainy season usually begins in June.","[[3, 8, 'LOC']]"
No other lake in Japan is as large as Lake Biwa.,"[[17, 22, 'LOC'], [38, 47, 'LOC']]"
No other lake in Japan is as large as Lake Biwa.,"[[17, 22, 'LOC'], [38, 47, 'LOC']]"
No mountain in Japan is higher than Mt. Fuji.,"[[15, 20, 'LOC'], [36, 45, 'LOC']]"
No mountain in Japan is higher than Mt. Fuji.,"[[15, 20, 'LOC'], [36, 45, 'LOC']]"
"Japan has a surplus of rice, Europe of wine.","[[0, 5, 'LOC'], [29, 35, 'LOC']]"
"Japan has a surplus of rice, Europe of wine.","[[0, 5, 'LOC'], [29, 35, 'LOC']]"
There is a chronic oversupply of rice in Japan.,"[[41, 46, 'LOC']]"
The main diet in Japan is rice.,"[[17, 22, 'LOC']]"
There is a great market for rice in Japan.,"[[36, 41, 'LOC']]"
The trains run on time in Japan.,"[[26, 31, 'LOC']]"
Young and old in Japan celebrate New Year's Day.,"[[0, 5, 'PER'], [17, 22, 'LOC'], [33, 48, 'MISC']]"
Young and old in Japan celebrate New Year's Day.,"[[0, 5, 'PER'], [17, 22, 'LOC'], [33, 48, 'MISC']]"
Young and old in Japan celebrate New Year's Day.,"[[0, 5, 'PER'], [17, 22, 'LOC'], [33, 48, 'MISC']]"
Which is the highest mountain in Japan?,"[[33, 39, 'LOC']]"
What do you think is the most popular sport in Japan?,"[[47, 53, 'LOC']]"
"When you drive in Japan, remember to keep to the left.","[[18, 23, 'LOC']]"
Cars made in Japan are used all over the world.,"[[13, 18, 'LOC']]"
It is expensive to live in Japan.,"[[27, 32, 'LOC']]"
Japan and the U.S. are the most important trading partner to each other.,"[[0, 5, 'LOC'], [14, 18, 'LOC']]"
Japan and the U.S. are the most important trading partner to each other.,"[[0, 5, 'LOC'], [14, 18, 'LOC']]"
"Which is larger, Japan or Britain?","[[17, 22, 'LOC'], [26, 34, 'LOC']]"
"Which is larger, Japan or Britain?","[[17, 22, 'LOC'], [26, 34, 'LOC']]"
Japan and Britain are island countries.,"[[0, 5, 'LOC'], [10, 17, 'LOC']]"
Japan and Britain are island countries.,"[[0, 5, 'LOC'], [10, 17, 'LOC']]"
Japan and South Korea are neighbors.,"[[0, 5, 'LOC'], [10, 21, 'LOC']]"
Japan and South Korea are neighbors.,"[[0, 5, 'LOC'], [10, 21, 'LOC']]"
Japan and the United States became friendly nations.,"[[0, 5, 'LOC'], [14, 27, 'LOC']]"
Japan and the United States became friendly nations.,"[[0, 5, 'LOC'], [14, 27, 'LOC']]"
Japan and China differ from each other in many ways.,"[[0, 5, 'LOC'], [10, 15, 'LOC']]"
Japan and China differ from each other in many ways.,"[[0, 5, 'LOC'], [10, 15, 'LOC']]"
"About 50 percent of the firms in Japan have acknowledged the necessity of giving their workers longer holidays, and think summer holidays are needed to give their workers both mental and physical refreshment.","[[33, 38, 'LOC']]"
Wage settlements in Japan this year were moderate.,"[[20, 25, 'LOC']]"
Is this your first time in Japan?,"[[27, 33, 'LOC']]"
You can't identify silence with agreement when you visit Japan.,"[[57, 62, 'LOC']]"
I want to make a collect call to Japan.,"[[33, 38, 'LOC']]"
Can you name any plants peculiar to Japan?,"[[0, 3, 'ORG'], [36, 42, 'LOC']]"
Can you name any plants peculiar to Japan?,"[[0, 3, 'ORG'], [36, 42, 'LOC']]"
Could I get some temporary treatment because I'll be going back to Japan soon?,"[[0, 7, 'PER'], [67, 72, 'LOC']]"
Could I get some temporary treatment because I'll be going back to Japan soon?,"[[0, 7, 'PER'], [67, 72, 'LOC']]"
What do you think of Japan?,"[[21, 27, 'LOC']]"
Have you ever read a book written about Japan?,"[[40, 46, 'ORG']]"
When did you arrive in Japan?,"[[23, 29, 'LOC']]"
Do you have a Christmas vacation in Japan?,"[[14, 23, 'MISC'], [36, 42, 'LOC']]"
Do you have a Christmas vacation in Japan?,"[[14, 23, 'MISC'], [36, 42, 'LOC']]"
There are a lot of hot springs in Japan.,"[[34, 39, 'LOC']]"
"In Japan, there are a lot of beautiful places.","[[3, 8, 'LOC']]"
There are many ancient customs in Japan.,"[[34, 39, 'LOC']]"
Few Indians live in Japan.,"[[4, 11, 'MISC'], [20, 25, 'LOC']]"
Few Indians live in Japan.,"[[4, 11, 'MISC'], [20, 25, 'LOC']]"
There is little oil in Japan.,"[[23, 28, 'LOC']]"
There are many active volcanoes in Japan.,"[[35, 40, 'LOC']]"
We have four seasons in Japan.,"[[24, 29, 'LOC']]"
Japan has many distinctive traits.,"[[0, 5, 'LOC']]"
We have a lot of earthquakes in Japan.,"[[32, 37, 'LOC']]"
There are a lot of legends in Japan.,"[[30, 35, 'LOC']]"
"Japan is full of beautiful cities. Kyoto and Nara, for example.","[[0, 5, 'LOC'], [35, 40, 'LOC'], [45, 49, 'LOC']]"
"Japan is full of beautiful cities. Kyoto and Nara, for example.","[[0, 5, 'LOC'], [35, 40, 'LOC'], [45, 49, 'LOC']]"
"Japan is full of beautiful cities. Kyoto and Nara, for example.","[[0, 5, 'LOC'], [35, 40, 'LOC'], [45, 49, 'LOC']]"
Japan is subject to earthquakes.,"[[0, 5, 'LOC']]"
Natural resources are not abundant in Japan.,"[[38, 43, 'LOC']]"
There are a lot of beautiful places in Japan.,"[[39, 44, 'LOC']]"
Are there any beautiful parks in Japan?,"[[33, 39, 'LOC']]"
No other mountain in Japan is higher than Mt. Fuji.,"[[21, 26, 'LOC'], [42, 51, 'LOC']]"
No other mountain in Japan is higher than Mt. Fuji.,"[[21, 26, 'LOC'], [42, 51, 'LOC']]"
In Japan it is not customary to tip for good service.,"[[3, 8, 'LOC']]"
Do you have a similar saying in Japanese?,"[[32, 41, 'LOC']]"
Have you decided to go to Japan?,"[[26, 32, 'LOC']]"
I want to send this letter to Japan.,"[[30, 35, 'LOC']]"
How long have you lived in Japan?,"[[27, 33, 'LOC']]"
The people who live in Japan must act according to the Japanese Constitution.,"[[23, 28, 'LOC'], [55, 63, 'MISC']]"
The people who live in Japan must act according to the Japanese Constitution.,"[[23, 28, 'LOC'], [55, 63, 'MISC']]"
"As for living in Japan, I have nothing to complain about.","[[17, 22, 'LOC']]"
I want to send a parcel to Japan.,"[[27, 32, 'LOC']]"
"During his seven years in Japan, he studied Japanese in earnest.","[[26, 31, 'LOC'], [44, 52, 'MISC']]"
"During his seven years in Japan, he studied Japanese in earnest.","[[26, 31, 'LOC'], [44, 52, 'MISC']]"
It is ten years since he came to Japan.,"[[33, 38, 'LOC']]"
Do you have any sales distributors in Japan?,"[[38, 44, 'LOC']]"
Have you ever been to Japan?,"[[22, 28, 'LOC']]"
Japanese shogi corresponds to chess.,"[[0, 8, 'MISC']]"
There is usually good weather in November throughout Japan.,"[[53, 58, 'LOC']]"
Japan's exports to the entire world topped $314 billion in 1998.,"[[0, 7, 'PER']]"
"Japan's gold and foreign exchange reserves stood at $68.9 billion at the end of 1998, down from $77.0 billion a year earlier.","[[0, 7, 'PER']]"
"Japan's ODA largely consists of concessionary yen credit repayable in 30 years, carrying an interest rate of 2% or so.","[[0, 7, 'ORG'], [8, 11, 'ORG']]"
"Japan's ODA largely consists of concessionary yen credit repayable in 30 years, carrying an interest rate of 2% or so.","[[0, 7, 'ORG'], [8, 11, 'ORG']]"
The curry they serve in Japan is milder than real Indian curry. They adapt it to Japanese tastes.,"[[24, 29, 'LOC'], [50, 56, 'MISC'], [81, 89, 'MISC']]"
The curry they serve in Japan is milder than real Indian curry. They adapt it to Japanese tastes.,"[[24, 29, 'LOC'], [50, 56, 'MISC'], [81, 89, 'MISC']]"
The curry they serve in Japan is milder than real Indian curry. They adapt it to Japanese tastes.,"[[24, 29, 'LOC'], [50, 56, 'MISC'], [81, 89, 'MISC']]"
A famous Japanese poet does not approve of any fixed doctrine in haiku.,"[[9, 17, 'MISC']]"
The bursting of Japan's so-called bubble economy sent shockwaves through international markets.,"[[16, 21, 'LOC']]"
They are Japanese sumo wrestlers.,"[[9, 17, 'MISC']]"
"Japanese cameras, cars, and hi-fi equipment are used widely abroad, and few modern industries can manage without advanced electronic equipment developed in Japan.","[[0, 8, 'MISC'], [156, 161, 'LOC']]"
"Japanese cameras, cars, and hi-fi equipment are used widely abroad, and few modern industries can manage without advanced electronic equipment developed in Japan.","[[0, 8, 'MISC'], [156, 161, 'LOC']]"
"At last, spring has come to this part of Japan.","[[41, 46, 'LOC']]"
Where in Japan did you grow up?,"[[9, 14, 'LOC']]"
No mountain in Japan is so high as Mt. Fuji.,"[[15, 20, 'LOC'], [35, 44, 'LOC']]"
No mountain in Japan is so high as Mt. Fuji.,"[[15, 20, 'LOC'], [35, 44, 'LOC']]"
No city in Japan is as large as Tokyo.,"[[11, 16, 'LOC'], [32, 38, 'LOC']]"
No city in Japan is as large as Tokyo.,"[[11, 16, 'LOC'], [32, 38, 'LOC']]"
"He has many foreign stamps, not to mention Japanese ones.","[[43, 51, 'MISC']]"
Do you have any Japanese beer?,"[[16, 24, 'MISC']]"
In Japan it is less expensive to stay in a Business hotel.,"[[3, 8, 'LOC'], [43, 51, 'LOC']]"
In Japan it is less expensive to stay in a Business hotel.,"[[3, 8, 'LOC'], [43, 51, 'LOC']]"
Japanese businessmen are calling for a level playing field.,"[[0, 8, 'MISC']]"
No other city in Japan is as large as Tokyo.,"[[17, 22, 'LOC'], [38, 44, 'LOC']]"
No other city in Japan is as large as Tokyo.,"[[17, 22, 'LOC'], [38, 44, 'LOC']]"
The number of murders is increasing even in a country like Japan.,"[[59, 64, 'LOC']]"
Golf is a waste of land in such a small country as Japan.,"[[0, 4, 'LOC'], [51, 56, 'LOC']]"
Golf is a waste of land in such a small country as Japan.,"[[0, 4, 'LOC'], [51, 56, 'LOC']]"
Japan's changing economic policy is tied up with the labor shortage.,"[[0, 5, 'LOC']]"
When does the rainy season in Japan begin?,"[[30, 35, 'LOC']]"
How many medals did the Japanese athletes collect?,"[[24, 32, 'MISC']]"
The Japanese yen is a stable currency.,"[[4, 12, 'MISC']]"
The Japanese yen appreciated.,"[[4, 12, 'MISC']]"
In Japan the ceilings are quite low for foreigners.,"[[3, 8, 'LOC']]"
Most Japanese houses are built of wood.,"[[5, 13, 'MISC']]"
The Japanese onsen is a nice place for skinny-dipping.,"[[4, 12, 'MISC']]"
Are you interested in Japanese music?,"[[22, 30, 'MISC']]"
You must remove your shoes when you enter a Japanese house.,"[[44, 52, 'MISC']]"
Remove your shoes in a Japanese house.,"[[23, 31, 'MISC']]"
Japanese houses are small.,"[[0, 8, 'MISC']]"
Japanese houses are built of wood and they catch fire easily.,"[[0, 8, 'MISC']]"
I know that Japanese songs are very difficult for us.,"[[12, 20, 'MISC']]"
No other singer in Japan is as popular as she.,"[[19, 24, 'LOC']]"
Such telling effects of contrast as Japanese artists produce by use of empty space.,"[[36, 44, 'MISC']]"
Japan's fiscal year runs from April 1 till March 31 in the following year.,"[[0, 5, 'LOC']]"
Japanese companies have built up a reputation for quality.,"[[0, 8, 'MISC']]"
Japanese office workers work very hard.,"[[0, 8, 'MISC']]"
A reception was given for the Japanese foreign minister.,"[[30, 38, 'MISC']]"
"While the Japanese school teaches almost the same subjects that I study in America, five differences stood out for me.","[[10, 18, 'MISC'], [75, 82, 'LOC']]"
"While the Japanese school teaches almost the same subjects that I study in America, five differences stood out for me.","[[10, 18, 'MISC'], [75, 82, 'LOC']]"
"Some Japanese college students, as is often the case with them, don't study very much.","[[5, 13, 'MISC']]"
I think that Japanese students are very good at gathering knowledge.,"[[13, 21, 'MISC']]"
Japanese corporations are slashing their capital spending programs.,"[[0, 8, 'MISC']]"
Japanese companies generally provide their employees with uniforms.,"[[0, 8, 'MISC']]"
Japanese companies emphasize hierarchy.,"[[0, 8, 'MISC']]"
Corporate results in Japan have improved.,"[[21, 26, 'LOC']]"
The climate of Japan is milder than that of England.,"[[15, 20, 'LOC'], [44, 51, 'LOC']]"
The climate of Japan is milder than that of England.,"[[15, 20, 'LOC'], [44, 51, 'LOC']]"
The climate of Japan is not like that of England.,"[[15, 20, 'LOC'], [41, 48, 'LOC']]"
The climate of Japan is not like that of England.,"[[15, 20, 'LOC'], [41, 48, 'LOC']]"
The climate of Japan is milder than that of India.,"[[15, 20, 'LOC'], [44, 50, 'LOC']]"
The climate of Japan is milder than that of India.,"[[15, 20, 'LOC'], [44, 50, 'LOC']]"
How do you like the climate of Japan?,"[[31, 37, 'LOC']]"
The climate of Japan is mild.,"[[15, 20, 'LOC']]"
As a whole the climate of Japan is mild.,"[[26, 31, 'LOC']]"
In Japan beef has a high degree of marbled fat.,"[[3, 8, 'LOC']]"
"Japan's competitiveness is very strong in industrial products, but weak in agricultural products.","[[0, 7, 'PER']]"
What do you think about Japan's educational system?,"[[24, 29, 'LOC']]"
The educational system in Japan was influenced by that in the USA.,"[[26, 31, 'LOC'], [62, 65, 'LOC']]"
The educational system in Japan was influenced by that in the USA.,"[[26, 31, 'LOC'], [62, 65, 'LOC']]"
They exchanged Japanese money for American.,"[[15, 23, 'MISC'], [34, 42, 'MISC']]"
They exchanged Japanese money for American.,"[[15, 23, 'MISC'], [34, 42, 'MISC']]"
Japan's army was very powerful.,"[[0, 7, 'ORG']]"
The Japanese economic system is about to change.,"[[4, 12, 'MISC']]"
What do you think about the Japanese economy?,"[[28, 36, 'MISC']]"
The economy of Japan has grown enormously.,"[[15, 20, 'LOC']]"
The economy of Japan is still stable.,"[[15, 20, 'LOC']]"
The Japanese economy grew by 4% last year.,"[[4, 12, 'MISC']]"
"In order to get some information about Japanese economic problems, you'll find this book very useful.","[[39, 47, 'MISC']]"
Japan surpasses China in economic power.,"[[0, 5, 'LOC'], [16, 21, 'LOC']]"
Japan surpasses China in economic power.,"[[0, 5, 'LOC'], [16, 21, 'LOC']]"
The Japanese public bathhouse was once used as a center of social life in one's neighborhood.,"[[4, 12, 'MISC']]"
"A high household savings rate in Japan is attributed, among other things, to people's desire to save money to buy a home.","[[33, 38, 'LOC']]"
Japanese high school students go to school 35 weeks a year.,"[[0, 8, 'MISC']]"
The Japanese Parliament today officially elected Ryūtarō Hashimoto as the country's 52nd prime minister.,"[[4, 23, 'MISC'], [49, 66, 'PER']]"
The Japanese Parliament today officially elected Ryūtarō Hashimoto as the country's 52nd prime minister.,"[[4, 23, 'MISC'], [49, 66, 'PER']]"
Japan's balance of payments has been running a huge surplus for many years.,"[[0, 5, 'LOC']]"
The Japanese national power is still developing.,"[[4, 12, 'MISC']]"
"Mt. Fuji, the highest mountain in Japan, is 3,776 meters high.","[[0, 8, 'PER'], [34, 39, 'LOC']]"
"Mt. Fuji, the highest mountain in Japan, is 3,776 meters high.","[[0, 8, 'PER'], [34, 39, 'LOC']]"
We would like to report about the latest trends in Japan.,"[[51, 56, 'LOC']]"
The Japanese fiscal authorities are weighing measures to restore public confidence in their economic management.,"[[4, 12, 'MISC']]"
The cherry blossom is to Japan what the rose is to England.,"[[25, 30, 'LOC'], [51, 59, 'LOC']]"
The cherry blossom is to Japan what the rose is to England.,"[[25, 30, 'LOC'], [51, 59, 'LOC']]"
Do you have any Japanese magazines?,"[[16, 24, 'MISC']]"
Japanese industries export various products to America.,"[[0, 8, 'MISC'], [47, 54, 'LOC']]"
Japanese industries export various products to America.,"[[0, 8, 'MISC'], [47, 54, 'LOC']]"
