sentence, entity type + position
"Marie tut immer so sittsam, dabei ist sie eigentlich ein Luder.","[[0, 5, 'PER']]"
"Obwohl sie ihre Heimat schon vor Jahren verlassen musste, fühlt sie sich in England, wo sie Asyl fand, noch immer entwurzelt.","[[76, 83, 'LOC']]"
Mein Onkel ist ein waschechter Berliner.,"[[31, 39, 'LOC']]"
"Nein, mein Herr, ich bin Deutscher.","[[25, 34, 'LOC']]"
"Wenn es im Alten Testament von Abraham heißt, er sei ""lebenssatt"" gestorben, bedeutet das nicht, dass er lebensmüde war.","[[11, 26, 'MISC'], [31, 38, 'PER']]"
"Wenn es im Alten Testament von Abraham heißt, er sei ""lebenssatt"" gestorben, bedeutet das nicht, dass er lebensmüde war.","[[11, 26, 'MISC'], [31, 38, 'PER']]"
Die Studenten schlagen sich mit Althochdeutsch herum.,"[[32, 46, 'MISC']]"
Das russische Volk ächzte unter der Knute der Zaren.,"[[4, 13, 'LOC']]"
"Liebesperlen kauft man nicht unbedingt im Erotik-Shop, auch wenn eine Biographie Beate Uhses diesen Titel trägt.","[[81, 92, 'PER']]"
Langmut war nicht gerade seine Stärke.,"[[0, 7, 'PER']]"
"Labskaus ist ein besonders in Norddeutschland beliebtes Gericht, bei dem Rote Beete und Spiegeleier nicht fehlen dürfen.","[[30, 45, 'LOC']]"
"Das Wort hochnotpeinlich wird heutzutage oft als Steigerung des Adjektivs peinlich verwendet. Das Wissen darum, dass eine hochnotpeinliche Befragung im Mittelalter etwas mit Folter zu tun hatte, geht darüber verloren.","[[152, 163, 'MISC']]"
Willkommen in San Francisco!,"[[14, 27, 'LOC']]"
"Erst wollte niemand im Verein Kassenwart werden, dann ließ sich Thomas breitschlagen und übernahm die ungeliebte Aufgabe.","[[64, 70, 'PER']]"
Möglicherweise hat Tom dich angelogen.,"[[19, 22, 'PER']]"
"Die faustdicken Lügen, die dieser Politiker auftischt, lassen an den Lügenbaron Münchhausen denken.","[[80, 91, 'PER']]"
Brasilien hat fast 200 Millionen Einwohner.,"[[0, 9, 'LOC']]"
Das kann nicht Mary sein. Sie ist gerade im Krankenhaus.,"[[15, 19, 'PER']]"
Das kann nicht Mary sein. Sie ist gerade im Spital.,"[[15, 19, 'PER']]"
Hier siehts ja aus wie bei Hempels unterm Sofa.,"[[27, 34, 'PER']]"
Was machst du in Brasilien?,"[[17, 26, 'LOC']]"
Was macht ihr in Brasilien?,"[[17, 26, 'LOC']]"
Was machen Sie in Brasilien?,"[[18, 27, 'LOC']]"
In Europa ist es schon Weihnachten.,"[[3, 9, 'LOC']]"
"Wie kommt es, dass du so gut Englisch kannst?","[[29, 37, 'MISC']]"
Entschuldigung. Wo ist die amerikanische Botschaft?,"[[27, 40, 'LOC']]"
„Wo ist dein Cousin?“ – „Der ist gerade gegangen.“,"[[1, 20, 'MISC']]"
„Wo ist deine Cousine?“ — „Die ist gerade gegangen.“,"[[1, 21, 'MISC']]"
„Wo ist euer Cousin?“ — „Der ist gerade gegangen.“,"[[1, 20, 'MISC']]"
„Wo ist eure Cousine?“ — „Die ist gerade gegangen.“,"[[1, 20, 'MISC']]"
Ich habe Tom beim Tennisspielen gesehen.,"[[9, 12, 'PER']]"
"Französisch zu sprechen ist ein sicheres Mittel, um die Wahlen in den USA zu verlieren.","[[0, 11, 'MISC'], [70, 73, 'LOC']]"
"Französisch zu sprechen ist ein sicheres Mittel, um die Wahlen in den USA zu verlieren.","[[0, 11, 'MISC'], [70, 73, 'LOC']]"
Hab's verstanden. Ich dank' dir für die Erklärung.,"[[0, 5, 'PER']]"
Die samischen Sprachen gehören zu den europäischen Ursprachen und sind eng mit den ostseefinnischen Sprachen verwandt.,"[[4, 13, 'MISC'], [38, 50, 'LOC'], [83, 99, 'MISC']]"
Die samischen Sprachen gehören zu den europäischen Ursprachen und sind eng mit den ostseefinnischen Sprachen verwandt.,"[[4, 13, 'MISC'], [38, 50, 'LOC'], [83, 99, 'MISC']]"
Die samischen Sprachen gehören zu den europäischen Ursprachen und sind eng mit den ostseefinnischen Sprachen verwandt.,"[[4, 13, 'MISC'], [38, 50, 'LOC'], [83, 99, 'MISC']]"
Sie hat einige schöne antike Möbel.,"[[22, 28, 'MISC']]"
"Lisa hat mir erzählt, dass sie Natto gegessen hat.","[[0, 4, 'PER'], [31, 36, 'PER']]"
"Lisa hat mir erzählt, dass sie Natto gegessen hat.","[[0, 4, 'PER'], [31, 36, 'PER']]"
"Lisa hat mir erzählt, dass sie fermentierte Sojabohnen gegessen hat.","[[0, 4, 'PER']]"
Gemäß dem chinesischen Mondkalender treten wir bald in das Jahr des Drachens ein.,"[[10, 22, 'LOC']]"
"Im Jahr 2009 sagte ein Mitglied der Kommunistischen Partei Chinas zu einem Journalisten: ""Ich stehe gefühlsmäßig unter Stress, wenn ich die totale Korruption in der Partei sehe und die fehlende Moral in der Gesellschaft. Ich spüre die Krise, sehe aber keinen Ausweg. Wenn sich die sozialen Konflikte zuspitzen und einen kritischen Punkt erreichen, kommt es zu einer Explosion.""","[[36, 65, 'ORG']]"
"Der Lehrer forderte Mary auf, die Klappe zu halten.","[[20, 24, 'PER']]"
Die Prinzessin hat Marxismus in Peking und danach in Berlin Computerlinguistik studiert. Bald wird ein Studium des Kommunikationsdesigns in Rom folgen.,"[[19, 28, 'PER'], [32, 38, 'LOC'], [53, 59, 'LOC'], [140, 143, 'LOC']]"
Die Prinzessin hat Marxismus in Peking und danach in Berlin Computerlinguistik studiert. Bald wird ein Studium des Kommunikationsdesigns in Rom folgen.,"[[19, 28, 'PER'], [32, 38, 'LOC'], [53, 59, 'LOC'], [140, 143, 'LOC']]"
Die Prinzessin hat Marxismus in Peking und danach in Berlin Computerlinguistik studiert. Bald wird ein Studium des Kommunikationsdesigns in Rom folgen.,"[[19, 28, 'PER'], [32, 38, 'LOC'], [53, 59, 'LOC'], [140, 143, 'LOC']]"
Die Prinzessin hat Marxismus in Peking und danach in Berlin Computerlinguistik studiert. Bald wird ein Studium des Kommunikationsdesigns in Rom folgen.,"[[19, 28, 'PER'], [32, 38, 'LOC'], [53, 59, 'LOC'], [140, 143, 'LOC']]"
"Der Lehrer forderte Mary auf, ruhig zu sein.","[[20, 24, 'PER']]"
"Der Lehrer forderte Mary auf, still zu sein.","[[20, 24, 'PER']]"
Meg sieht genauso aus wie ihre Mutter.,"[[0, 3, 'PER']]"
Tom und Mary hassen sich.,"[[0, 3, 'PER'], [8, 12, 'PER']]"
Tom und Mary hassen sich.,"[[0, 3, 'PER'], [8, 12, 'PER']]"
Tom und Mary hassen einander.,"[[0, 3, 'PER'], [8, 12, 'PER']]"
Tom und Mary hassen einander.,"[[0, 3, 'PER'], [8, 12, 'PER']]"
"Das alte Berliner Stadtschloss wird in der Form eines komplett neuen Gebäudes wiedererstehen, welches teils seinem geschichtlichen Vorgänger folgen, teils aus gänzlich neuen architektonischen Elementen bestehen wird. Man kündigte an, dass die Fertigstellung dieses Bauvorhabens im Jahr 2019 erfolgen soll.","[[9, 17, 'LOC']]"
Ken konnte sich nicht mehr an seinen Namen erinnern.,"[[0, 3, 'PER']]"
"Ich werde meine Reise nach Schottland aufschieben, bis es wärmer ist.","[[27, 37, 'LOC']]"
Im Jahr 1953 bezwang eine britische Expedition den Everest.,"[[26, 35, 'LOC'], [51, 58, 'LOC']]"
Im Jahr 1953 bezwang eine britische Expedition den Everest.,"[[26, 35, 'LOC'], [51, 58, 'LOC']]"
"Die kleine Marita hat mich gefragt: ""Wie halten sich die Sterne fest?""","[[11, 17, 'PER']]"
Fernsehen und Radio spielen für die kleine Marita kaum eine Rolle.,"[[43, 49, 'PER']]"
"Wer den Cent achtet, sieht, wie er zum Euro wächst.","[[8, 12, 'MISC'], [39, 43, 'MISC']]"
"Wer den Cent achtet, sieht, wie er zum Euro wächst.","[[8, 12, 'MISC'], [39, 43, 'MISC']]"
"Tom ist so untergewichtig, dass er sich beim Staubsaugen anschnallen muss, um nicht von der Abluft umgeweht zu werden.","[[0, 3, 'PER']]"
"Immer weniger Deutschsprachige wissen, was eine Landpartie ist. Viele halten es für eine falsch geschriebene Party auf dem Lande.","[[14, 30, 'MISC']]"
"Manche deutsche Komiker, die sich neudeutsch ""Comedians"" nennen, kann man sehr leicht in größte Verlegenheit bringen, indem man sie auf Englisch interviewt. Vielleicht nennen sie sich danach wieder Komiker.","[[7, 15, 'LOC'], [136, 144, 'MISC']]"
"Manche deutsche Komiker, die sich neudeutsch ""Comedians"" nennen, kann man sehr leicht in größte Verlegenheit bringen, indem man sie auf Englisch interviewt. Vielleicht nennen sie sich danach wieder Komiker.","[[7, 15, 'LOC'], [136, 144, 'MISC']]"
"Der ""Des-Kaisers-neue-Kleider""-Effekt sorgt dafür, dass dieser Autor als tiefsinniger Denker gilt, obschon seine Texte einfach nur verquast sind.","[[5, 29, 'MISC']]"
Sie können Spanisch.,"[[11, 19, 'MISC']]"
Dichter wie Milton sind selten.,"[[12, 18, 'PER']]"
Dichter wie Milton sind dünn gesät.,"[[12, 18, 'PER']]"
"Wenn man denkt, die Einheit Deutschlands bestehe darin, dass es eine einzige Residenz habe, so irrt man. (Johann Wolfgang von Goethe)","[[28, 40, 'LOC'], [106, 132, 'PER']]"
"Wenn man denkt, die Einheit Deutschlands bestehe darin, dass es eine einzige Residenz habe, so irrt man. (Johann Wolfgang von Goethe)","[[28, 40, 'LOC'], [106, 132, 'PER']]"
Ich finde Dante besser als Milton.,"[[10, 15, 'PER'], [27, 33, 'PER']]"
Ich finde Dante besser als Milton.,"[[10, 15, 'PER'], [27, 33, 'PER']]"
Deutschland ist ein Land voller Kontraste.,"[[0, 11, 'LOC']]"
Deutschland mischt das Mittelalterliche mit dem Modernen.,"[[0, 11, 'LOC'], [23, 39, 'MISC']]"
Deutschland mischt das Mittelalterliche mit dem Modernen.,"[[0, 11, 'LOC'], [23, 39, 'MISC']]"
Deutschland mischt die klassische Musik mit dem Techno.,"[[0, 11, 'LOC']]"
Deutschland ist ein Land mit typischen Dörfern und großen Metropolen.,"[[0, 11, 'LOC']]"
Nimwegen ist die älteste Stadt der Niederlande.,"[[0, 8, 'LOC'], [35, 46, 'LOC']]"
Nimwegen ist die älteste Stadt der Niederlande.,"[[0, 8, 'LOC'], [35, 46, 'LOC']]"
"Deutschland ist ein Land voller Kontraste; es mischt das Mittelalterliche mit dem Modernen, die klassische Musik mit dem Techno und hat ausgeprägte Dörfer ebenso wie große Metropolen.","[[0, 11, 'LOC'], [57, 73, 'MISC']]"
"Deutschland ist ein Land voller Kontraste; es mischt das Mittelalterliche mit dem Modernen, die klassische Musik mit dem Techno und hat ausgeprägte Dörfer ebenso wie große Metropolen.","[[0, 11, 'LOC'], [57, 73, 'MISC']]"
Ein Engländer würde sich anders verhalten.,"[[4, 13, 'LOC']]"
Unser Dom ist ein imposantes Bauwerk.,"[[0, 9, 'LOC']]"
Unser Münster ist ein eindrucksvoller Bau.,"[[6, 13, 'LOC']]"
Alice schläft in ihrem Zimmer.,"[[0, 5, 'PER']]"
"Tom weiß, dass Mary gelogen hat.","[[0, 3, 'PER'], [15, 19, 'PER']]"
"Tom weiß, dass Mary gelogen hat.","[[0, 3, 'PER'], [15, 19, 'PER']]"
"Dass Mary log, weiß Tom.","[[5, 9, 'PER'], [20, 23, 'PER']]"
"Dass Mary log, weiß Tom.","[[5, 9, 'PER'], [20, 23, 'PER']]"
"Die Website lernu.net bietet viele kostenlose Lernmittel und Dienste, was dennoch nicht bedeutet, dass dies ohne Kosten realisierbar ist.","[[12, 21, 'MISC']]"
"Es ist schwer, Herrn Hoshino zufriedenzustellen.","[[21, 28, 'PER']]"
"Tom sagte, dass er dachte, dass Mary wüsste, von wem John hoffte, dass er die Wahl gewinnen würde.","[[0, 3, 'PER'], [32, 36, 'PER'], [53, 57, 'PER']]"
"Tom sagte, dass er dachte, dass Mary wüsste, von wem John hoffte, dass er die Wahl gewinnen würde.","[[0, 3, 'PER'], [32, 36, 'PER'], [53, 57, 'PER']]"
"Tom sagte, dass er dachte, dass Mary wüsste, von wem John hoffte, dass er die Wahl gewinnen würde.","[[0, 3, 'PER'], [32, 36, 'PER'], [53, 57, 'PER']]"
Jack ist über alle anderen hinaus weise.,"[[0, 4, 'PER']]"
Für 10 Dollar hat er mir dieses Radio gekauft.,"[[7, 13, 'MISC']]"
Sein Charakter zieht Helen an.,"[[21, 26, 'PER']]"
Wie viel Zeit verbringst du auf Facebook?,"[[32, 40, 'ORG']]"
Wie viel Zeit verbringt ihr auf Facebook?,"[[32, 40, 'ORG']]"
Wie viel Zeit verbringen Sie auf Facebook?,"[[33, 41, 'ORG']]"
Auf der A 30 behindern nach einem Unfall Schaulustige die Bergungsarbeiten.,"[[8, 12, 'LOC']]"
"Vor dem letzten Schritt, der Scheidung von Marie, scheute Tom zurück.","[[43, 48, 'PER'], [58, 61, 'PER']]"
"Vor dem letzten Schritt, der Scheidung von Marie, scheute Tom zurück.","[[43, 48, 'PER'], [58, 61, 'PER']]"
"In Deutschland kann es keine Revolution geben, weil man dazu den Rasen betreten müsste.","[[3, 14, 'LOC']]"
Nicht an allen Schulen kann Russisch als Neigungsfach gewählt werden.,"[[28, 36, 'MISC']]"
"Die aktuelle Schuldenobergrenze beträgt 15,2 Billionen Dollar.","[[55, 61, 'MISC']]"
"Es gab zu dieser Zeit einen König namens Æthelberht in Kent, und er war mächtig.","[[41, 51, 'PER'], [55, 59, 'LOC']]"
"Es gab zu dieser Zeit einen König namens Æthelberht in Kent, und er war mächtig.","[[41, 51, 'PER'], [55, 59, 'LOC']]"
Herr Tanabe wurde arbeitslos.,"[[5, 11, 'PER']]"
Wie viele Menschen werden in einem Jahrhundert auf der Erde leben?,"[[55, 59, 'LOC']]"
Ich verbrachte meine Ferien auf den Balearen.,"[[36, 44, 'LOC']]"
Ich war in meinen Ferien in Kopenhagen.,"[[28, 38, 'LOC']]"
In Kalifornien wurde Gold entdeckt.,"[[3, 14, 'LOC']]"
"Je stärker die chinesische Diktatur die freie Meinungsäußerung unterdrückt, desto stärker fühlen die chinesischen Bürger das Verlangen, ihre Meinung zu äußern.","[[15, 26, 'LOC'], [101, 113, 'LOC']]"
"Je stärker die chinesische Diktatur die freie Meinungsäußerung unterdrückt, desto stärker fühlen die chinesischen Bürger das Verlangen, ihre Meinung zu äußern.","[[15, 26, 'LOC'], [101, 113, 'LOC']]"
Er war Primus inter Pares.,"[[7, 25, 'ORG']]"
Der Schweizer Franken ist an den Euro gekoppelt.,"[[4, 13, 'LOC'], [14, 21, 'MISC'], [33, 37, 'MISC']]"
Der Schweizer Franken ist an den Euro gekoppelt.,"[[4, 13, 'LOC'], [14, 21, 'MISC'], [33, 37, 'MISC']]"
Der Schweizer Franken ist an den Euro gekoppelt.,"[[4, 13, 'LOC'], [14, 21, 'MISC'], [33, 37, 'MISC']]"
Nancy hat fleißig gelernt.,"[[0, 5, 'PER']]"
"Eine kleine Dickmadam zog sich eine Hose an. Die Hose krachte, Dickmadam lachte, zog sie wieder aus und du bist raus!","[[12, 21, 'PER'], [63, 72, 'PER']]"
"Eine kleine Dickmadam zog sich eine Hose an. Die Hose krachte, Dickmadam lachte, zog sie wieder aus und du bist raus!","[[12, 21, 'PER'], [63, 72, 'PER']]"
Tom hat Mary Johns Bild gezeigt.,"[[0, 3, 'PER'], [8, 18, 'PER']]"
Tom hat Mary Johns Bild gezeigt.,"[[0, 3, 'PER'], [8, 18, 'PER']]"
"He, hast du schon gehört? Susan hat 'nen Braten in der Röhre.","[[26, 31, 'PER']]"
"Wir sind betroffen von der Skrupellosigkeit des waghalsigen Manövers, das zur Havarie des Kreuzfahrtschiffs geführt habe, sagte Staatsanwalt Francesco Verusio am Montag in Rom. ""Das Verhalten des Kapitäns ist unentschuldbar"".","[[141, 158, 'PER'], [172, 175, 'LOC']]"
"Wir sind betroffen von der Skrupellosigkeit des waghalsigen Manövers, das zur Havarie des Kreuzfahrtschiffs geführt habe, sagte Staatsanwalt Francesco Verusio am Montag in Rom. ""Das Verhalten des Kapitäns ist unentschuldbar"".","[[141, 158, 'PER'], [172, 175, 'LOC']]"
Europa hat Energiethemen und Klimaveränderung weitaus ernsthafter angepackt als die Vereinigten Staaten.,"[[0, 6, 'LOC'], [84, 103, 'LOC']]"
Europa hat Energiethemen und Klimaveränderung weitaus ernsthafter angepackt als die Vereinigten Staaten.,"[[0, 6, 'LOC'], [84, 103, 'LOC']]"
"Ein Single Malt mit Eis? ""Ach warum nicht?""","[[11, 24, 'MISC']]"
Den Brief schrieb Tom.,"[[18, 21, 'PER']]"
Sogenannte Nebelwerfer kamen im Zweiten Weltkrieg zum Einsatz.,"[[32, 49, 'MISC']]"
Schlafen Freunde mit ihren Freunden und ermorden sie danach? fragte Dima zurück.,"[[68, 72, 'PER']]"
"Und wer waren diese 25? fragte Al-Sayib. ""Freunde von dir?""","[[31, 39, 'PER']]"
Japanisch gilt gemeinhin als eine schwierige Sprache.,"[[0, 9, 'MISC']]"
"Hast du gespürt, wie gerade eben die Erde gebebt hat?","[[37, 41, 'LOC']]"
"Nein, Papa!","[[6, 10, 'PER']]"
"Ole hat einen langen, grauen Bart.","[[0, 3, 'PER']]"
Ich lerne Toki Pona.,"[[10, 19, 'PER']]"
"Tom sagte Mary, dass sie falsch lag.","[[0, 3, 'PER'], [10, 14, 'PER']]"
"Tom sagte Mary, dass sie falsch lag.","[[0, 3, 'PER'], [10, 14, 'PER']]"
Wie alt ist Papa Schlumpf?,"[[12, 25, 'PER']]"
Bacchus hat mehr Menschen ertränkt als Neptun.,"[[0, 7, 'PER'], [39, 45, 'LOC']]"
Bacchus hat mehr Menschen ertränkt als Neptun.,"[[0, 7, 'PER'], [39, 45, 'LOC']]"
Er eilte von Peking nach Seoul.,"[[13, 19, 'LOC'], [25, 30, 'LOC']]"
Er eilte von Peking nach Seoul.,"[[13, 19, 'LOC'], [25, 30, 'LOC']]"
Tom war Marys erste Liebe.,"[[0, 3, 'PER'], [8, 13, 'PER']]"
Tom war Marys erste Liebe.,"[[0, 3, 'PER'], [8, 13, 'PER']]"
Tom hat ein großes Problem.,"[[0, 3, 'PER']]"
"Tom hat keine Ahnung, was er tun soll.","[[0, 3, 'PER']]"
"Tom hat keine Ahnung, was er machen soll.","[[0, 3, 'PER']]"
Tom ist ein ziemlich guter Snowboarder.,"[[0, 3, 'PER']]"
Tom ist ein hervorragender Kricketspieler.,"[[0, 3, 'PER']]"
Präsident Grant hat nichts Illegales getan.,"[[10, 15, 'PER']]"
Tom hat seinen Pick-up gebraucht gekauft.,"[[0, 3, 'PER']]"
Tom hat seinen LKW gebraucht gekauft.,"[[0, 3, 'PER']]"
Der AStA betreibt eine Kneipe auf dem Campus.,"[[4, 8, 'ORG']]"
Herr Jordan ist der Vorsitzende.,"[[5, 11, 'PER']]"
Benjamin Franklin war ein amerikanischer Politiker und Erfinder.,"[[0, 17, 'PER'], [26, 40, 'LOC']]"
Benjamin Franklin war ein amerikanischer Politiker und Erfinder.,"[[0, 17, 'PER'], [26, 40, 'LOC']]"
Benjamin Franklin war ein amerikanischer Staatsmann und Erfinder.,"[[0, 17, 'PER'], [26, 40, 'LOC']]"
Benjamin Franklin war ein amerikanischer Staatsmann und Erfinder.,"[[0, 17, 'PER'], [26, 40, 'LOC']]"
Benjamin Franklin war ein bedeutender amerikanischer Politiker und Erfinder.,"[[0, 17, 'PER'], [38, 52, 'LOC']]"
Benjamin Franklin war ein bedeutender amerikanischer Politiker und Erfinder.,"[[0, 17, 'PER'], [38, 52, 'LOC']]"
Carlos drehte sich um.,"[[0, 6, 'PER']]"
Heute erhöhte sich die Temperatur bis auf 30 Grad Celsius.,"[[50, 57, 'PER']]"
"Die Taufpatin wünschte bei der Schiffstaufe dem Schiff unter anderem: ""Auf dass immer eine Handbreit Wasser unterm Kiel bleibe!""","[[115, 119, 'LOC']]"
"Wenn Fred laute Musik hört, wird er missvergnügt.","[[5, 9, 'PER']]"
Sie hat nicht mehr als fünfzehn Dollar.,"[[32, 38, 'MISC']]"
Tom schob den Schnee von der Garageneinfahrt zur Seite.,"[[0, 3, 'PER']]"
"Tom hat erst angefangen Französisch zu lernen, als er dreißig war.","[[0, 3, 'PER'], [24, 35, 'MISC']]"
"Tom hat erst angefangen Französisch zu lernen, als er dreißig war.","[[0, 3, 'PER'], [24, 35, 'MISC']]"
Tom hat eine kostenlose Reise nach Boston gewonnen.,"[[0, 3, 'PER'], [35, 41, 'LOC']]"
Tom hat eine kostenlose Reise nach Boston gewonnen.,"[[0, 3, 'PER'], [35, 41, 'LOC']]"
Er ist einer der größten Künstler Japans.,"[[34, 40, 'LOC']]"
Jeden Monat am Zahltag gebe ich meiner Mutter 50.000 Yen.,"[[53, 56, 'MISC']]"
Er ist aus dem Schneider.,"[[15, 24, 'PER']]"
Tom ist das schwarze Schaf der Familie.,"[[0, 3, 'PER']]"
"Der Taxifahrer verlangte vierzig Euro, denn nachts muss man die doppelte Gebühr bezahlen.","[[33, 37, 'MISC']]"
Auf diesem Gebiet nimmt Deutschland den ersten Platz ein.,"[[24, 35, 'LOC']]"
In einer Nacht nahm sie dreitausend Euro ein.,"[[36, 40, 'MISC']]"
Johann spielte Gitarre und sein Freund sang.,"[[0, 6, 'PER']]"
Ich möchte ein würziges Tofu und eine Buchstabensuppe in französischer Sprache.,"[[57, 70, 'MISC']]"
Der Bürgermeister begrüßte den polnischen Botschafter feierlich im geschichtsträchtigen Festsaal des Rathauses.,"[[31, 41, 'LOC']]"
Wo hast du Englisch gelernt?,"[[11, 19, 'MISC']]"
"Es gibt Leute in Amerika, die haben Wichtigeres zu tun, als Präsident zu sein.","[[17, 24, 'LOC']]"
"Scott, bereite den Werbeetat jetzt vor!","[[0, 5, 'PER']]"
Er hat im Englischen große Fortschritte gemacht.,"[[10, 20, 'MISC']]"
"Was tun, sprach Zeus..","[[16, 20, 'PER']]"
Achtung: Das chilenische Spanisch kann sich anderswo komisch anhören.,"[[13, 24, 'LOC'], [25, 33, 'MISC']]"
Achtung: Das chilenische Spanisch kann sich anderswo komisch anhören.,"[[13, 24, 'LOC'], [25, 33, 'MISC']]"
"Thomas hat mich gefragt, ob ich ihn ins Schwimmbad begleiten würde.","[[0, 6, 'PER']]"
Rollige Katzen und läufige Hündinnen sind nichts gegen Marie aus dem Haus nebenan.,"[[55, 60, 'PER']]"
Ohne einen gewissen Leidensdruck wird sich Marie nicht freiwillig auf eine Therapie einlassen.,"[[43, 48, 'PER']]"
Ich sah Tom seine Fingerabdrücke vom Türknauf abwischen.,"[[8, 11, 'PER']]"
"Ich sah Tom, als er seine Fingerabdrücke vom Türknauf abwischte.","[[8, 11, 'PER']]"
Tom möchte Nichts von Marys Geld.,"[[0, 3, 'PER'], [22, 27, 'PER']]"
Tom möchte Nichts von Marys Geld.,"[[0, 3, 'PER'], [22, 27, 'PER']]"
"Ich habe Tom wieder und wieder gesagt, dass er sich nicht über Mary lustig machen soll.","[[9, 12, 'PER'], [63, 67, 'PER']]"
"Ich habe Tom wieder und wieder gesagt, dass er sich nicht über Mary lustig machen soll.","[[9, 12, 'PER'], [63, 67, 'PER']]"
"Tom hat ein ein Haus gekauft, welches sechs Räume besitzt.","[[0, 3, 'PER']]"
Hat Tom einen Schlüssel zu Marys Apartment?,"[[4, 7, 'PER'], [27, 32, 'PER']]"
Hat Tom einen Schlüssel zu Marys Apartment?,"[[4, 7, 'PER'], [27, 32, 'PER']]"
"Herr Parker versuchte, mit Stäbchen zu essen.","[[5, 11, 'PER']]"
Hat Tom einen Schlüssel zu Marys Wohnung?,"[[4, 7, 'PER'], [27, 32, 'PER']]"
Hat Tom einen Schlüssel zu Marys Wohnung?,"[[4, 7, 'PER'], [27, 32, 'PER']]"
Der Schuster ist auf der Suche nach einem neuen Dreifuß.,"[[4, 12, 'PER']]"
"Der Säger hat Holz zur Böttcherwerkstatt gebracht, aber der Böttcher wartet noch auf den Bandschmied. Der Kerzenmacher hingegen hat alles, was er braucht.","[[60, 68, 'PER']]"
Ich werde heute Nachmittag Englisch lernen.,"[[27, 35, 'MISC']]"
Der Zug kam in London an.,"[[15, 21, 'LOC']]"
Der Zug erreichte London.,"[[18, 24, 'LOC']]"
"Tom gab vor, Marys Emailadresse nicht zu kennen.","[[0, 3, 'PER'], [13, 18, 'PER']]"
"Tom gab vor, Marys Emailadresse nicht zu kennen.","[[0, 3, 'PER'], [13, 18, 'PER']]"
"Öffentliche Vorträge deutscher Wissenschaftler sind oft knochentrocken, im Unterschied zu denen ihrer angelsächsischen Kollegen.","[[21, 30, 'LOC'], [102, 118, 'LOC']]"
"Öffentliche Vorträge deutscher Wissenschaftler sind oft knochentrocken, im Unterschied zu denen ihrer angelsächsischen Kollegen.","[[21, 30, 'LOC'], [102, 118, 'LOC']]"
"Jim schrieb mir letzte Woche und sagte, dass er zwei Monate früher zurückgekommen sei.","[[0, 3, 'PER']]"
"Tom wollte einen Ort im Land haben, den er Heimstatt nennen könnte.","[[0, 3, 'PER']]"
Neuseeland ist ein Land der Schafe und Rinder.,"[[0, 10, 'LOC']]"
"Tom weinte sicher nicht, als wir sein Heim verlassen hatten.","[[0, 3, 'PER']]"
"Tom weinte sicher nicht, als wir sein Haus verließen.","[[0, 3, 'PER']]"
Das geschieht wegen des Unterschieds zwischen der japanischen und us-amerikanischen Höflichkeit.,"[[50, 61, 'LOC'], [66, 83, 'LOC']]"
Das geschieht wegen des Unterschieds zwischen der japanischen und us-amerikanischen Höflichkeit.,"[[50, 61, 'LOC'], [66, 83, 'LOC']]"
In Hokkaido machen sie aus Stroh Pferde.,"[[3, 11, 'LOC']]"
Warst nicht du dort? fragte Herr Jordan.,"[[33, 39, 'PER']]"
Nancy ist ein bisschen dunkler als Helen.,"[[0, 5, 'PER'], [35, 40, 'PER']]"
Nancy ist ein bisschen dunkler als Helen.,"[[0, 5, 'PER'], [35, 40, 'PER']]"
Der Mond kam hinter der Wolke hervor.,"[[4, 8, 'LOC']]"
Man nennt ihn Jim.,"[[14, 17, 'PER']]"
Das große Karthago führte drei Kriege. Nach dem ersten war es noch mächtig. Nach dem zweiten war es noch bewohnbar. Nach dem dritten war es nicht mehr aufzufinden.,"[[10, 18, 'LOC']]"
"Trang zensiert künftig die Kommentare, aber noch nicht die Sätze. Na gut, dann setzen wir eben die Kommentare in die Sätze.","[[0, 5, 'PER']]"
Diesen neuen Schlager nennt man „Lollipop“.,"[[33, 41, 'MISC']]"
"Sie müssen ein Preis von mindestens sechshundert Euro zahlen, um ein solide gebautes Fahrrad zu bekommen.","[[49, 53, 'MISC']]"
Fordern Sie einen Preis von achttausend Euro und verhandeln sie dann entsprechend der Reaktion des Kunden!,"[[40, 44, 'MISC']]"
Der Gutachter hat den Preis des Grundstücks auf zweihunderttausend Euro geschätzt.,"[[67, 71, 'MISC']]"
Frau Wood war eine hervorragende Köchin.,"[[5, 9, 'PER']]"
Die kühne Nordpol-Expedition krönte ein verdienter Erfolg.,"[[10, 17, 'LOC']]"
Morgen früh werde ich zeitig aufstehen und nach Mailand reisen.,"[[48, 55, 'LOC']]"
Ich habe die Tür mit einem Dietrich geöffnet.,"[[27, 35, 'PER']]"
Tonis Auffassungen spielen hier keine große Rolle.,"[[0, 5, 'PER']]"
"Was Toni meint, hat hier nicht viel zu sagen.","[[4, 8, 'PER']]"
Tonis Auffassungen haben hier keinen großen Einfluss.,"[[0, 5, 'PER']]"
Tonis Auffassungen tun hier nicht viel zur Sache.,"[[0, 5, 'PER']]"
Esperanto ist zuallererst eine Freundschaftssprache.,"[[0, 9, 'ORG']]"
Die Vorurteile gegenüber dem Québec existieren aufgrund seiner sprachlichen Unnachgiebigkeit.,"[[29, 35, 'LOC']]"
