sentence, entity type + position
Tom helpt me met het vertalen van de zinnen.,"[[0, 3, 'PER']]"
Tom en Mary zeiden dat ze dachten dat John gereed was om dat te doen.,"[[0, 3, 'PER'], [7, 11, 'PER'], [38, 42, 'PER']]"
Tom en Mary zeiden dat ze dachten dat John gereed was om dat te doen.,"[[0, 3, 'PER'], [7, 11, 'PER'], [38, 42, 'PER']]"
Tom en Mary zeiden dat ze dachten dat John gereed was om dat te doen.,"[[0, 3, 'PER'], [7, 11, 'PER'], [38, 42, 'PER']]"
Tom is passend gekleed.,"[[0, 3, 'PER']]"
Ik wed dat Tom dat voor ons zal doen.,"[[11, 14, 'PER']]"
Tom deed dat waarschijnlijk toen hij dronken was.,"[[0, 3, 'PER']]"
Drie van hen waren Canadees.,"[[19, 27, 'MISC']]"
Ik dacht dat je zei dat je van de week in Boston zou zijn.,"[[42, 48, 'LOC']]"
Wist je niet dat Tom tuba kon spelen?,"[[17, 25, 'PER']]"
Ik zou liever in Boston zijn.,"[[17, 23, 'LOC']]"
Tom raakte geïntrigeerd.,"[[0, 3, 'PER']]"
Sami is aan het praten tegen dat meisje.,"[[0, 4, 'PER']]"
Mary is een avontuurlijke jongedame.,"[[0, 4, 'PER']]"
Sami woonde in een appartementencomplex.,"[[0, 4, 'PER']]"
Tom beloofde om drie miljoen dollar te doneren.,"[[0, 3, 'PER']]"
Tom gaat waarschijnlijk weer zwemmen vanmiddag.,"[[0, 3, 'PER']]"
Tom gaat vanmiddag waarschijnlijk weer zwemmen.,"[[0, 3, 'PER']]"
Mennad begreep het niet echt.,"[[0, 6, 'PER']]"
Mennad vroeg zich af waarom Baya van Ziri hield maar niet van hem.,"[[0, 6, 'PER'], [28, 32, 'PER'], [37, 41, 'PER']]"
Mennad vroeg zich af waarom Baya van Ziri hield maar niet van hem.,"[[0, 6, 'PER'], [28, 32, 'PER'], [37, 41, 'PER']]"
Mennad vroeg zich af waarom Baya van Ziri hield maar niet van hem.,"[[0, 6, 'PER'], [28, 32, 'PER'], [37, 41, 'PER']]"
Mennad bleek een totale eikel te zijn.,"[[0, 6, 'PER']]"
Mennads moeder heeft een nieuwe vriend.,"[[0, 7, 'PER']]"
De moeder van Mennad heeft een nieuwe vriend.,"[[14, 20, 'PER']]"
Mennad heeft je nodig.,"[[0, 6, 'PER']]"
Mennad is aan het kijken.,"[[0, 6, 'PER']]"
Mennad kijkt toe.,"[[0, 6, 'PER']]"
Mennad wist niet hoe hij zijn gevoel moest uiten.,"[[0, 6, 'PER']]"
Mennad hielp Baya sterk te zijn.,"[[0, 6, 'PER'], [13, 17, 'PER']]"
Mennad hielp Baya sterk te zijn.,"[[0, 6, 'PER'], [13, 17, 'PER']]"
Mennad hielp Baya met sterk zijn.,"[[0, 6, 'PER'], [13, 17, 'PER']]"
Mennad hielp Baya met sterk zijn.,"[[0, 6, 'PER'], [13, 17, 'PER']]"
Mennad heeft nog steeds zijn vrienden.,"[[0, 6, 'PER']]"
Mennad zit op de middelbare school.,"[[0, 6, 'PER']]"
Sami had waakhonden.,"[[0, 4, 'PER']]"
Sami sneed zijn hand terwijl hij speelde met zijn hond.,"[[0, 4, 'PER']]"
Ze vertelden ons dat ze Frans zouden studeren.,"[[24, 29, 'MISC']]"
Tom is nog niet klaar met ontbijten.,"[[0, 3, 'PER']]"
Tom is nog niet klaar met ontbijt eten.,"[[0, 3, 'PER']]"
Ik ging weg nadat Tom wegging.,"[[18, 21, 'PER']]"
Waarom doet Tom aan een dieet?,"[[12, 15, 'PER']]"
Tom zegt dat ik egoïstisch ben.,"[[0, 3, 'PER']]"
Tom zegt dat ik zelfzuchtig ben.,"[[0, 3, 'PER']]"
Sinds vorig jaar woon ik niet meer in Sanda.,"[[38, 43, 'LOC']]"
Tom werkt graag alleen.,"[[0, 3, 'PER']]"
Is Tom bang?,"[[3, 6, 'PER']]"
Tom adopteerde een kat uit het plaatselijke dierenasiel.,"[[0, 3, 'PER']]"
Tom wilde de folder maar niet aannemen.,"[[0, 3, 'PER']]"
Tom weet de weg.,"[[0, 3, 'PER']]"
Tom is onsterfelijk.,"[[0, 3, 'PER']]"
Maria houdt dat niet meer uit.,"[[0, 5, 'PER']]"
"Hé Tom, vergeet je zorgen!","[[0, 6, 'PER']]"
Tom rekende op Mary's hulp.,"[[0, 3, 'PER'], [15, 21, 'MISC']]"
Tom rekende op Mary's hulp.,"[[0, 3, 'PER'], [15, 21, 'MISC']]"
Ik reis volgende week naar New York.,"[[27, 35, 'LOC']]"
"Dean eet echt veel, vind je niet?","[[0, 4, 'PER']]"
Er zijn overeenkomsten tussen Koreaans en Japans.,"[[30, 38, 'MISC'], [42, 48, 'MISC']]"
Er zijn overeenkomsten tussen Koreaans en Japans.,"[[30, 38, 'MISC'], [42, 48, 'MISC']]"
Waarom is Tom op dieet?,"[[10, 13, 'PER']]"
Lang leve Maria!,"[[10, 15, 'PER']]"
Tom gaat waarschijnlijk niet meewerken.,"[[0, 3, 'PER']]"
Tom en Mary zeggen dat ze hopen dat Tom dat niet zal doen.,"[[0, 3, 'PER'], [7, 11, 'PER'], [36, 39, 'PER']]"
Tom en Mary zeggen dat ze hopen dat Tom dat niet zal doen.,"[[0, 3, 'PER'], [7, 11, 'PER'], [36, 39, 'PER']]"
Tom en Mary zeggen dat ze hopen dat Tom dat niet zal doen.,"[[0, 3, 'PER'], [7, 11, 'PER'], [36, 39, 'PER']]"
Tom is in 2013 in Boston gestorven.,"[[0, 3, 'PER'], [18, 24, 'LOC']]"
Tom is in 2013 in Boston gestorven.,"[[0, 3, 'PER'], [18, 24, 'LOC']]"
Mary begon met haar eerste band in 2013.,"[[0, 4, 'PER']]"
Wat denkt Tom eigenlijk wel?,"[[10, 13, 'PER']]"
Ik raad Tom aan.,"[[8, 11, 'PER']]"
Ik vertelde Tom dat ik nog niet had gedaan wat hij me had gevraagd te doen.,"[[12, 15, 'PER']]"
Tom vertelde Mary dat hij vroeg weg wilde gaan.,"[[0, 3, 'PER'], [13, 17, 'PER']]"
Tom vertelde Mary dat hij vroeg weg wilde gaan.,"[[0, 3, 'PER'], [13, 17, 'PER']]"
Tom zei dat hij het aankon.,"[[0, 3, 'PER']]"
Vind je dat ik eruitzie als Tom?,"[[28, 31, 'PER']]"
Waarom sprak Tom niet?,"[[13, 16, 'PER']]"
Tom was in een heel goede bui.,"[[0, 3, 'PER']]"
Wat brengt mensen ertoe op de FDP te stemmen?,"[[30, 33, 'ORG']]"
Mijn broer heeft vorige maand een huis in Urawa laten bouwen.,"[[42, 47, 'LOC']]"
Ik vertelde Tom niet waarom ik niet met hem naar Boston wilde gaan.,"[[12, 15, 'PER'], [49, 55, 'LOC']]"
Ik vertelde Tom niet waarom ik niet met hem naar Boston wilde gaan.,"[[12, 15, 'PER'], [49, 55, 'LOC']]"
Tom zei dat Mary dacht dat John dat vermoedelijk niet mocht doen terwijl zijn ouders weg waren.,"[[0, 3, 'PER'], [12, 16, 'PER'], [27, 31, 'PER']]"
Tom zei dat Mary dacht dat John dat vermoedelijk niet mocht doen terwijl zijn ouders weg waren.,"[[0, 3, 'PER'], [12, 16, 'PER'], [27, 31, 'PER']]"
Tom zei dat Mary dacht dat John dat vermoedelijk niet mocht doen terwijl zijn ouders weg waren.,"[[0, 3, 'PER'], [12, 16, 'PER'], [27, 31, 'PER']]"
Ik ben nog niet heel goed in Frans.,"[[29, 34, 'MISC']]"
"Tom is daar goed in, vind je niet?","[[0, 3, 'PER']]"
"Tom is hier goed in, vind je niet?","[[0, 3, 'PER']]"
Tom zal waarschijnlijk in de war raken.,"[[0, 3, 'PER']]"
Tom staat nu onder druk om dat te doen.,"[[0, 3, 'PER']]"
Tom staat nu op de derde plaats van de wereld.,"[[0, 3, 'PER']]"
Tom zit nu in de gevangenis op beschuldiging van moord.,"[[0, 3, 'PER']]"
Tom gaat nooit naar Mary luisteren.,"[[0, 3, 'PER'], [20, 24, 'LOC']]"
Tom gaat nooit naar Mary luisteren.,"[[0, 3, 'PER'], [20, 24, 'LOC']]"
Tom gaat nooit mijn steun krijgen.,"[[0, 3, 'PER']]"
Tom zal nooit veel gaan betekenen.,"[[0, 3, 'PER']]"
Tom is noch thuis noch op school.,"[[0, 3, 'PER']]"
Hoe lang waren Tom en Mary ziek?,"[[15, 18, 'PER'], [22, 26, 'PER']]"
Hoe lang waren Tom en Mary ziek?,"[[15, 18, 'PER'], [22, 26, 'PER']]"
Tom en Mary zeggen dat ze honger hebben,"[[0, 3, 'PER'], [7, 11, 'PER']]"
Tom en Mary zeggen dat ze honger hebben,"[[0, 3, 'PER'], [7, 11, 'PER']]"
Hoe zwaar zijn Tom en Mary gewond?,"[[15, 18, 'PER'], [22, 26, 'PER']]"
Hoe zwaar zijn Tom en Mary gewond?,"[[15, 18, 'PER'], [22, 26, 'PER']]"
Tom en Mary zeggen dat ze niet zullen huilen.,"[[0, 3, 'PER'], [7, 11, 'PER']]"
Tom en Mary zeggen dat ze niet zullen huilen.,"[[0, 3, 'PER'], [7, 11, 'PER']]"
Hoe doen Tom en Mary dat?,"[[9, 12, 'PER'], [16, 20, 'PER']]"
Hoe doen Tom en Mary dat?,"[[9, 12, 'PER'], [16, 20, 'PER']]"
Tom keek angstig rond.,"[[0, 3, 'PER']]"
Vertel Tom alsjeblieft dat hij dat niet zou moeten doen.,"[[7, 10, 'PER']]"
Tom zei dat hij wilde dat hij Mary niet had geslagen.,"[[0, 3, 'PER'], [30, 34, 'PER']]"
Tom zei dat hij wilde dat hij Mary niet had geslagen.,"[[0, 3, 'PER'], [30, 34, 'PER']]"
Tom zei dat hij wou dat hij Mary niet had geslagen.,"[[0, 3, 'PER'], [28, 32, 'PER']]"
Tom zei dat hij wou dat hij Mary niet had geslagen.,"[[0, 3, 'PER'], [28, 32, 'PER']]"
Tom zei dat hij wenste dat hij Mary niet had geslagen.,"[[0, 3, 'PER'], [31, 35, 'PER']]"
Tom zei dat hij wenste dat hij Mary niet had geslagen.,"[[0, 3, 'PER'], [31, 35, 'PER']]"
Tom at een granaatappel.,"[[0, 6, 'PER']]"
Ik wist dat Tom niks anders zou zeggen.,"[[12, 15, 'PER']]"
Ik wist dat Tom niets anders zou zeggen.,"[[12, 15, 'PER']]"
Tom gaat waarschijnlijk gevangen worden.,"[[0, 3, 'PER']]"
Tom gaat waarschijnlijk gepakt worden.,"[[0, 3, 'PER']]"
Tom wilde dit niet voor me doen.,"[[0, 3, 'PER']]"
Waarom is Tom altijd zo humeurig?,"[[10, 13, 'PER']]"
Waarom is Tom altijd zo mopperig?,"[[10, 13, 'PER']]"
Tom is jong en naïef.,"[[0, 3, 'PER']]"
Tom komt me ophalen.,"[[0, 3, 'PER']]"
Tom staat daar bekend om.,"[[0, 3, 'PER']]"
Tom zette zijn leven op het spel om de verdrinkende jongen te redden.,"[[0, 3, 'PER']]"
Mary was aan het douchen toen Tom wakker werd.,"[[0, 4, 'PER'], [30, 33, 'PER']]"
Mary was aan het douchen toen Tom wakker werd.,"[[0, 4, 'PER'], [30, 33, 'PER']]"
"Toen Tom wakker werd, was Mary aan het douchen.","[[5, 8, 'PER'], [26, 30, 'PER']]"
"Toen Tom wakker werd, was Mary aan het douchen.","[[5, 8, 'PER'], [26, 30, 'PER']]"
Wat was de echte reden voor Toms weigering?,"[[28, 32, 'PER']]"
Tom heeft het overleefd.,"[[0, 3, 'PER']]"
Tom struikelde.,"[[0, 3, 'PER']]"
Tom naderde.,"[[0, 3, 'PER']]"
Tom is geen leraar meer.,"[[0, 3, 'PER']]"
Tom is geen docent meer.,"[[0, 3, 'PER']]"
Tom is geen tiener meer.,"[[0, 3, 'PER']]"
Tom is geen puber meer.,"[[0, 3, 'PER']]"
Tom houdt niet van bijnamen.,"[[0, 3, 'PER']]"
Tom lijkt niet op zijn broer.,"[[0, 3, 'PER']]"
Tom is niet bang voor slangen.,"[[0, 3, 'PER']]"
Tom is net een paar minuten geleden thuisgekomen.,"[[0, 3, 'PER']]"
Tom ziet er gaaf uit.,"[[0, 3, 'PER']]"
Tom ziet er cool uit.,"[[0, 3, 'PER']]"
"Mary is ongeveer dertig, nietwaar?","[[0, 4, 'PER']]"
"Tom was vroeger je beste vriend, is het niet?","[[0, 3, 'PER']]"
Ik hoop dat Tom en Mary winnen.,"[[12, 15, 'PER'], [19, 23, 'PER']]"
Ik hoop dat Tom en Mary winnen.,"[[12, 15, 'PER'], [19, 23, 'PER']]"
Tom en Mary lunchen niet vaak samen.,"[[0, 3, 'PER'], [7, 11, 'PER']]"
Tom en Mary lunchen niet vaak samen.,"[[0, 3, 'PER'], [7, 11, 'PER']]"
Tom was het zat om op Maria te wachten.,"[[0, 3, 'PER'], [22, 27, 'PER']]"
Tom was het zat om op Maria te wachten.,"[[0, 3, 'PER'], [22, 27, 'PER']]"
Vind je het niet een beetje te vroeg om hierover met Tom te praten?,"[[53, 56, 'PER']]"
Is dit de hond van Layla?,"[[19, 24, 'PER']]"
Is dit Layla's hond?,"[[7, 14, 'MISC']]"
De computer van Tom is gehackt.,"[[16, 19, 'PER']]"
Mary is erg goed in taarten bakken.,"[[0, 4, 'PER']]"
Mary houdt van taartjes.,"[[0, 4, 'PER']]"
Waarom is Tom dat nog steeds aan het doen?,"[[10, 13, 'PER']]"
Waarom doet Tom dat nog steeds?,"[[12, 15, 'PER']]"
Tom ging naar het ouderspreekuur.,"[[0, 3, 'PER']]"
"Tom heeft het woord ""onmogelijk"" niet gebruikt.","[[0, 3, 'PER']]"
Wacht een ogenblik. Ik zal Jimmy eens bellen.,"[[27, 32, 'PER']]"
Tom neigt naar overdrijven.,"[[0, 3, 'PER']]"
Heb je met Ken gevochten?,"[[11, 14, 'PER']]"
"Na de scheiding van mijn ouders, verhuisde mijn vader naar de toenmalige Karl-Marx-Stadt, en wij bleven in Leipzig.","[[73, 88, 'LOC'], [107, 114, 'LOC']]"
"Na de scheiding van mijn ouders, verhuisde mijn vader naar de toenmalige Karl-Marx-Stadt, en wij bleven in Leipzig.","[[73, 88, 'LOC'], [107, 114, 'LOC']]"
Morgen reizen Tom en ik naar Boston.,"[[14, 17, 'PER'], [29, 35, 'LOC']]"
Morgen reizen Tom en ik naar Boston.,"[[14, 17, 'PER'], [29, 35, 'LOC']]"
Maria zag er sensationeel uit.,"[[0, 5, 'PER']]"
Kijk eens Diana! Wat een prachtige regenboog!,"[[10, 15, 'PER']]"
Tom pakte een broodje uit de picknickmand.,"[[0, 3, 'PER']]"
Ik ben in Modena.,"[[10, 16, 'LOC']]"
Carlos heeft zich omgedraaid.,"[[0, 6, 'PER']]"
Tom zegt dat hij ons plan serieus in overweging neemt.,"[[0, 3, 'PER']]"
Mary heeft bijna alles wat een meisje kan wensen.,"[[0, 4, 'PER']]"
Ik weet dat Tom is gestorven.,"[[12, 15, 'PER']]"
Tom kwam hier vorige week.,"[[0, 3, 'PER']]"
Tom kreeg een reprimande omdat hij te laat was.,"[[0, 3, 'PER']]"
Tom vertelde Mary dat John daar zou zijn.,"[[0, 3, 'PER'], [13, 17, 'PER'], [22, 26, 'PER']]"
Tom vertelde Mary dat John daar zou zijn.,"[[0, 3, 'PER'], [13, 17, 'PER'], [22, 26, 'PER']]"
Tom vertelde Mary dat John daar zou zijn.,"[[0, 3, 'PER'], [13, 17, 'PER'], [22, 26, 'PER']]"
Tom zei dat hij wilde gaan zwemmen.,"[[0, 3, 'PER']]"
Mary zou graag Frans willen spreken.,"[[0, 4, 'PER'], [15, 20, 'MISC']]"
Mary zou graag Frans willen spreken.,"[[0, 4, 'PER'], [15, 20, 'MISC']]"
Tom is niet degene die Mary heeft overtuigd om John auto te leren rijden.,"[[0, 3, 'PER'], [23, 27, 'PER'], [47, 51, 'PER']]"
Tom is niet degene die Mary heeft overtuigd om John auto te leren rijden.,"[[0, 3, 'PER'], [23, 27, 'PER'], [47, 51, 'PER']]"
Tom is niet degene die Mary heeft overtuigd om John auto te leren rijden.,"[[0, 3, 'PER'], [23, 27, 'PER'], [47, 51, 'PER']]"
Tom leek verbaasd toen ik dat niet deed.,"[[0, 3, 'PER']]"
Hoeveel dagen schat je in dat het Tom zal kosten om dat te doen?,"[[34, 37, 'PER']]"
Ik weet dat Tom dat niet veel doet.,"[[12, 15, 'PER']]"
Tom wilde dicht bij de natuur leven.,"[[0, 3, 'PER']]"
Zijn ouders wonen in Zwitserland.,"[[21, 32, 'LOC']]"
Tom dacht heel lang na.,"[[0, 3, 'PER']]"
Tom denkt erover te gaan trouwen.,"[[0, 3, 'PER']]"
Tom en Mary zeggen dat ze eerverleden week in Boston waren.,"[[0, 3, 'PER'], [7, 11, 'PER'], [46, 52, 'LOC']]"
Tom en Mary zeggen dat ze eerverleden week in Boston waren.,"[[0, 3, 'PER'], [7, 11, 'PER'], [46, 52, 'LOC']]"
Tom en Mary zeggen dat ze eerverleden week in Boston waren.,"[[0, 3, 'PER'], [7, 11, 'PER'], [46, 52, 'LOC']]"
Uiteindelijk zal er toch iemand het aan Tom moeten zeggen.,"[[40, 43, 'PER']]"
Tom werd van school geschopt.,"[[0, 3, 'PER']]"
Tom zei dat we dat konden doen.,"[[0, 3, 'PER']]"
Toms ouders zijn de stad uit.,"[[0, 4, 'PER']]"
Mary droeg een korte rok.,"[[0, 4, 'PER']]"
Ik denk niet dat Tom terugkomt.,"[[17, 20, 'PER']]"
Maria heeft een bleke huid en korte krulletjes.,"[[0, 5, 'PER']]"
Tom ging naar een tweedehandszaak.,"[[0, 3, 'PER']]"
Tom ging naar een kringloopwinkel.,"[[0, 3, 'PER']]"
Maria heeft een lichte huid en korte krullen.,"[[0, 5, 'PER']]"
Tom rolde zijn bed niet uit voor even na twaalven.,"[[0, 3, 'PER']]"
Engels wordt overal gesproken.,"[[0, 6, 'MISC']]"
Mary zei dat ze er kapot van was.,"[[0, 4, 'PER']]"
Ik kan niet verantwoordelijk zijn voor Toms veiligheid.,"[[39, 43, 'PER']]"
Tom veegde zijn handen af aan zijn spijkerbroek.,"[[0, 3, 'PER']]"
Beatriz houdt nog steeds van Luis.,"[[0, 7, 'PER'], [29, 33, 'PER']]"
Beatriz houdt nog steeds van Luis.,"[[0, 7, 'PER'], [29, 33, 'PER']]"
Tom Jackson is een van de rijkste mannen in Boston.,"[[0, 11, 'PER'], [44, 50, 'LOC']]"
Tom Jackson is een van de rijkste mannen in Boston.,"[[0, 11, 'PER'], [44, 50, 'LOC']]"
Tom lijkt meer op een leraar dan op een leerling.,"[[0, 3, 'PER']]"
Maria zei dat ze nog niet moe was.,"[[0, 5, 'PER']]"
John maakte een wandeling langs de rivier.,"[[0, 4, 'PER']]"
Tot nu toe heeft Tom niets gedaan.,"[[17, 20, 'PER']]"
Tom was een heel goede persoonlijke vriend van me.,"[[0, 3, 'PER']]"
Tom kon de hitte van de pizza door de kartonnen doos heen voelen.,"[[0, 3, 'PER']]"
Tom zei dat hij Mary 300 dollar schuldig is.,"[[0, 3, 'PER'], [16, 20, 'PER']]"
Tom zei dat hij Mary 300 dollar schuldig is.,"[[0, 3, 'PER'], [16, 20, 'PER']]"
Mary zei dat ze doodsbang was voor slangen.,"[[0, 4, 'PER']]"
Tom valt nogal uit de toon.,"[[0, 3, 'PER']]"
Wanneer was je van plan om Tom te vertellen dat hij moet overwerken op maandag?,"[[27, 30, 'PER']]"
Tom heeft een beetje overgewicht.,"[[0, 3, 'PER']]"
Weet jij waarom Tom uit Australië is weggegaan?,"[[16, 19, 'PER'], [24, 33, 'LOC']]"
Weet jij waarom Tom uit Australië is weggegaan?,"[[16, 19, 'PER'], [24, 33, 'LOC']]"
Ik hoop dat Tom interesse heeft om dat te doen.,"[[12, 15, 'PER']]"
Mary ging haar appartement niet uit.,"[[0, 4, 'PER']]"
Mary verliet haar appartement niet.,"[[0, 4, 'PER']]"
Mary is thuis met haar echtgenoot.,"[[0, 4, 'PER']]"
Mary is thuis met haar man.,"[[0, 4, 'PER']]"
Tom zou kunnen overwegen om niet naar zijn werk te gaan vandaag.,"[[0, 3, 'PER']]"
Het is geen geheim dat Tom een andere mening dan jij hebt.,"[[23, 26, 'PER']]"
"Iedereen lachte, behalve Tom.","[[25, 28, 'PER']]"
Tom was een oud manuscript aan het lezen.,"[[0, 3, 'PER']]"
Tom hakte de tak met een bijl af.,"[[0, 3, 'PER']]"
Tom opende alle drie de brieven.,"[[0, 3, 'PER']]"
Wat is het langste Engelse woord?,"[[19, 26, 'MISC']]"
Ik vind wel dat Toms grootmoeder te oud is om een minirok te dragen.,"[[16, 20, 'PER']]"
Breng me alstublieft naar het Grand Hotel.,"[[30, 41, 'LOC']]"
Tom heeft nooit uitgelegd waarom hij dat deed.,"[[0, 3, 'PER']]"
Ik vergat dat Tom vroeger in Boston woonde.,"[[14, 17, 'PER'], [29, 35, 'LOC']]"
Ik vergat dat Tom vroeger in Boston woonde.,"[[14, 17, 'PER'], [29, 35, 'LOC']]"
Mary legde haar zoon Tom zware straffen op voor het plegen van zelfs de kleinste vergrijpen.,"[[0, 4, 'PER'], [21, 24, 'PER']]"
Mary legde haar zoon Tom zware straffen op voor het plegen van zelfs de kleinste vergrijpen.,"[[0, 4, 'PER'], [21, 24, 'PER']]"
Heeft Tom je ooit verteld hoe hij zijn been heeft verloren?,"[[6, 9, 'PER']]"
Tom kan veel beter zwemmen dan ik.,"[[0, 3, 'PER']]"
Mary vroeg Tom om haar niet meer te knuffelen.,"[[0, 4, 'PER'], [11, 14, 'PER']]"
Mary vroeg Tom om haar niet meer te knuffelen.,"[[0, 4, 'PER'], [11, 14, 'PER']]"
Tom zal niet met je trouwen.,"[[0, 3, 'PER']]"
Tom had Mary moeten waarschuwen.,"[[0, 3, 'PER'], [8, 12, 'PER']]"
Tom had Mary moeten waarschuwen.,"[[0, 3, 'PER'], [8, 12, 'PER']]"
Sami was analfabeet.,"[[0, 4, 'PER']]"
Ik weet dat Tom erg grappig is.,"[[12, 15, 'PER']]"
Sami wilde altijd meer geld.,"[[0, 4, 'PER']]"
Tom zegt te begrijpen waarom Mary dat niet zou willen doen.,"[[0, 3, 'PER'], [29, 33, 'PER']]"
Tom zegt te begrijpen waarom Mary dat niet zou willen doen.,"[[0, 3, 'PER'], [29, 33, 'PER']]"
Ik denk dat Tom niet thuis is.,"[[12, 15, 'PER']]"
Tom en Mary zijn nu aan het eten.,"[[0, 3, 'PER'], [7, 11, 'PER']]"
Tom en Mary zijn nu aan het eten.,"[[0, 3, 'PER'], [7, 11, 'PER']]"
Tom en Mary hebben iets gezamenlijks.,"[[0, 3, 'PER'], [7, 11, 'PER']]"
Tom en Mary hebben iets gezamenlijks.,"[[0, 3, 'PER'], [7, 11, 'PER']]"
Ik zie Tom vaak vroeg vertrekken.,"[[7, 10, 'PER']]"
New York ligt in de Verenigde Staten.,"[[0, 8, 'LOC'], [20, 36, 'LOC']]"
New York ligt in de Verenigde Staten.,"[[0, 8, 'LOC'], [20, 36, 'LOC']]"
Tom was bang dat zijn ouders hem vragen zouden gaan stellen.,"[[0, 3, 'PER']]"
Had je al een kans om met Tom te praten?,"[[26, 29, 'PER']]"
Tom heeft aangeboden Mary naar huis te rijden.,"[[0, 3, 'PER'], [21, 25, 'PER']]"
Tom heeft aangeboden Mary naar huis te rijden.,"[[0, 3, 'PER'], [21, 25, 'PER']]"
Tom is in het zwembad van zijn buurman verdronken.,"[[0, 3, 'PER']]"
Tom praat steeds over Boston.,"[[0, 3, 'PER'], [22, 28, 'LOC']]"
Tom praat steeds over Boston.,"[[0, 3, 'PER'], [22, 28, 'LOC']]"
Nederlanders bezoeken graag Tsjechië.,"[[0, 12, 'MISC'], [28, 36, 'LOC']]"
Nederlanders bezoeken graag Tsjechië.,"[[0, 12, 'MISC'], [28, 36, 'LOC']]"
Meer en meer vrouwen roken in Tsjechië.,"[[30, 38, 'LOC']]"
Bier is goedkoper dan water in Tsjechië.,"[[31, 39, 'LOC']]"
Ik ben niet Tsjechisch.,"[[12, 22, 'MISC']]"
Maria woog het in haar hand.,"[[0, 5, 'PER']]"
Tom is niet in paarden geïnteresseerd.,"[[0, 3, 'PER']]"
Tom leek tevreden.,"[[0, 3, 'PER']]"
Ik wilde Tom geen pijn doen.,"[[9, 12, 'PER']]"
Tom komt op 20 oktober weer thuis.,"[[0, 3, 'PER']]"
Ben je ooit in Turkije geweest?,"[[15, 22, 'LOC']]"
Engeland is de bakermat van de Engelse taal.,"[[0, 8, 'LOC'], [31, 38, 'MISC']]"
Engeland is de bakermat van de Engelse taal.,"[[0, 8, 'LOC'], [31, 38, 'MISC']]"
Tom zei dat hij geen enkel plan voor volgend weekend had.,"[[0, 3, 'PER']]"
Ik vraag me af of Tom nog leeft of niet.,"[[18, 21, 'PER']]"
Mary zegt dat ze naar Boston is geweest.,"[[0, 4, 'PER'], [22, 28, 'LOC']]"
Mary zegt dat ze naar Boston is geweest.,"[[0, 4, 'PER'], [22, 28, 'LOC']]"
Tom keek uit het raam om te zien wat er aan de hand was.,"[[0, 3, 'PER']]"
Tom zei dat hij dacht dat Mary het niet leuk zou vinden om dat te doen.,"[[0, 3, 'PER'], [26, 30, 'PER']]"
Tom zei dat hij dacht dat Mary het niet leuk zou vinden om dat te doen.,"[[0, 3, 'PER'], [26, 30, 'PER']]"
We weten niet hoe we Tom moeten helpen.,"[[21, 24, 'PER']]"
Ik wist dat Tom geacht werd dat gisteren te doen.,"[[12, 15, 'PER']]"
Ik wist dat Tom ging leren hoe hij dat moest doen.,"[[12, 15, 'PER']]"
Ik wist dat Tom veel creatiever was dan Mary.,"[[12, 15, 'PER'], [40, 44, 'PER']]"
Ik wist dat Tom veel creatiever was dan Mary.,"[[12, 15, 'PER'], [40, 44, 'PER']]"
Ik dacht dat Tom zei dat Mary uit Australië kwam.,"[[13, 16, 'PER'], [25, 29, 'PER'], [34, 43, 'LOC']]"
Ik dacht dat Tom zei dat Mary uit Australië kwam.,"[[13, 16, 'PER'], [25, 29, 'PER'], [34, 43, 'LOC']]"
Ik dacht dat Tom zei dat Mary uit Australië kwam.,"[[13, 16, 'PER'], [25, 29, 'PER'], [34, 43, 'LOC']]"
Ik dacht dat Tom uit Australië kwam.,"[[13, 16, 'PER'], [21, 30, 'LOC']]"
Ik dacht dat Tom uit Australië kwam.,"[[13, 16, 'PER'], [21, 30, 'LOC']]"
Ik dacht dat Tom met jou naar Australië ging.,"[[13, 16, 'PER'], [30, 39, 'LOC']]"
Ik dacht dat Tom met jou naar Australië ging.,"[[13, 16, 'PER'], [30, 39, 'LOC']]"
Ik vraag me af of ik Tom echt de waarheid moet vertellen.,"[[21, 24, 'PER']]"
Tom probeerde dat een paar weken geleden te doen.,"[[0, 3, 'PER']]"
Die hoed staat Tom erg goed.,"[[15, 18, 'PER']]"
We spreken thuis alleen Frans.,"[[24, 29, 'MISC']]"
Tom dronk een kopje decafé na het diner.,"[[0, 3, 'PER']]"
Tom dronk een kopje cafeïnevrije koffie na het diner.,"[[0, 3, 'PER']]"
Tom dronk niet.,"[[0, 3, 'PER']]"
Ik heb hem nooit Engels horen spreken.,"[[17, 23, 'MISC']]"
Tom is geen rijke man.,"[[0, 3, 'PER']]"
Tom had één dochter.,"[[0, 3, 'PER']]"
Ik dacht dat Tom tenminste de situatie zou begrijpen.,"[[13, 16, 'PER']]"
Heeft Tom tv gekeken?,"[[6, 12, 'PER']]"
Is er iets met Tom aan de hand?,"[[15, 18, 'PER']]"
Je kunt in de verte de berg Fuji zien door de ochtendmist.,"[[28, 32, 'LOC']]"
Mennad huilt.,"[[0, 6, 'PER']]"
Mennad is aan het huilen.,"[[0, 6, 'PER']]"
Ik weet dat Tom bang voor me is.,"[[12, 15, 'PER']]"
Hebben Tom en Maria gezegd hoe ze dat deden?,"[[7, 10, 'PER'], [14, 19, 'PER']]"
