sentence, entity type + position
Hoeveel zou een nieuwe keuken kosten?,"[[0, 7, 'LOC']]"
Tom helpt Maria nooit in de keuken.,"[[0, 3, 'PER'], [10, 15, 'PER']]"
Tom helpt Maria nooit in de keuken.,"[[0, 3, 'PER'], [10, 15, 'PER']]"
Dan zag bloed op de keukenvloer.,"[[0, 3, 'LOC']]"
Tom maakte zijn huiswerk in de keuken.,"[[0, 3, 'PER']]"
Wat doet Tom in de keuken?,"[[9, 12, 'PER']]"
Tom is eieren aan het koken in de keuken.,"[[0, 3, 'PER']]"
Zijn Tom en Maria in de keuken?,"[[5, 8, 'PER'], [12, 17, 'PER']]"
Zijn Tom en Maria in de keuken?,"[[5, 8, 'PER'], [12, 17, 'PER']]"
Tom helpt Maria in de keuken.,"[[0, 3, 'PER'], [10, 15, 'PER']]"
Tom helpt Maria in de keuken.,"[[0, 3, 'PER'], [10, 15, 'PER']]"
Sami en Layla zijn in de keuken.,"[[8, 13, 'PER']]"
Sami wilde naar de keuken gaan.,"[[0, 4, 'PER']]"
Maria maakte haar huiswerk in de keuken.,"[[0, 5, 'PER']]"
Amerikaanse keukens zijn veel groter dan Japanse keukens.,"[[0, 11, 'MISC'], [41, 48, 'MISC']]"
Amerikaanse keukens zijn veel groter dan Japanse keukens.,"[[0, 11, 'MISC'], [41, 48, 'MISC']]"
Tom lachte zo hard dat Mary hem vanuit de keuken kon horen.,"[[0, 3, 'PER'], [23, 27, 'PER']]"
Tom lachte zo hard dat Mary hem vanuit de keuken kon horen.,"[[0, 3, 'PER'], [23, 27, 'PER']]"
Maria kwam met haar vrienden.,"[[0, 5, 'PER']]"
Jullie houden van koffie.,"[[0, 6, 'PER']]"
Tom houdt van koffie.,"[[0, 3, 'PER']]"
Tom verkoopt koffie.,"[[0, 3, 'PER']]"
Sami heeft koffie gemaakt.,"[[0, 4, 'PER']]"
Tom heeft koffie gemaakt.,"[[0, 3, 'PER']]"
Sami bestelde koffie.,"[[0, 4, 'PER']]"
Sami houdt van koffie.,"[[0, 4, 'PER']]"
Sami wilde koffie.,"[[0, 4, 'PER']]"
Alleen Naoko drinkt koffie.,"[[7, 12, 'LOC']]"
Tom wil meer koffie.,"[[0, 3, 'PER']]"
Drinkt Tom koffie?,"[[0, 18, 'LOC']]"
Sami houdt van pindakaas.,"[[0, 4, 'PER']]"
"Jullie houden van pindakaas, nietwaar?","[[0, 6, 'PER']]"
Seth at chocolade en ik pindakaas.,"[[0, 4, 'PER']]"
Boter is zacht.,"[[0, 5, 'LOC']]"
Tom was aan het leren.,"[[0, 3, 'PER']]"
Tom leerde.,"[[0, 3, 'PER']]"
Vragen?,"[[0, 7, 'PER']]"
Probeer het!,"[[0, 7, 'PER']]"
Tom landde op het water.,"[[0, 3, 'PER']]"
Tom landde in zee.,"[[0, 3, 'PER']]"
Maria landde in zee.,"[[0, 5, 'PER']]"
Maria landde op het water.,"[[0, 5, 'PER']]"
Jullie landden op het water.,"[[0, 6, 'PER']]"
Ik kan Tom niet beschermen.,"[[7, 10, 'PER']]"
Bescherm me!,"[[0, 12, 'MISC']]"
Bescherm mij!,"[[0, 13, 'MISC']]"
Bescherm me.,"[[0, 12, 'PER']]"
Tom is beschermend.,"[[0, 3, 'LOC']]"
Tom had bescherming nodig.,"[[0, 3, 'PER']]"
Tom heeft bescherming nodig.,"[[0, 3, 'PER']]"
Bescherm je familie.,"[[0, 8, 'PER']]"
Bescherm uw familie.,"[[0, 8, 'PER']]"
Bescherm jullie familie.,"[[0, 8, 'PER']]"
Bescherm uw ogen.,"[[0, 8, 'LOC']]"
Bescherm jullie ogen.,"[[0, 8, 'PER']]"
Layla beschermde Sami.,"[[0, 5, 'PER'], [17, 22, 'PER']]"
Layla beschermde Sami.,"[[0, 5, 'PER'], [17, 22, 'PER']]"
Tom beschermde Maria.,"[[0, 3, 'PER'], [15, 21, 'PER']]"
Tom beschermde Maria.,"[[0, 3, 'PER'], [15, 21, 'PER']]"
Sami beschermde Layla.,"[[0, 4, 'PER'], [16, 22, 'PER']]"
Sami beschermde Layla.,"[[0, 4, 'PER'], [16, 22, 'PER']]"
Tom beschermt zichzelf.,"[[0, 3, 'PER']]"
Tom is erg beschermend.,"[[0, 3, 'MISC']]"
Ik kan Tom beschermen.,"[[7, 10, 'PER']]"
Jij kan mij beschermen.,"[[0, 3, 'MISC']]"
Jullie kunnen mij beschermen.,"[[0, 6, 'PER']]"
Beschermt Tom iemand?,"[[0, 13, 'PER']]"
Wij kunnen Tom beschermen.,"[[11, 14, 'PER']]"
Tom kan mij beschermen.,"[[0, 3, 'MISC']]"
Fadil had meer bescherming nodig.,"[[0, 5, 'PER']]"
Maria beschermt zichzelf.,"[[0, 5, 'PER']]"
Sami beschermt Layla.,"[[15, 21, 'PER']]"
Sami beschermt zichzelf.,"[[0, 4, 'PER']]"
Fijne Internationale Vrouwendag!,"[[0, 32, 'ORG']]"
Neem een douche.,"[[0, 4, 'LOC']]"
Sami was aan het douchen.,"[[0, 4, 'LOC']]"
Sami douchte nooit.,"[[0, 4, 'PER']]"
Sami doucht nooit.,"[[0, 4, 'PER']]"
Tom houdt van tonijn.,"[[0, 3, 'PER']]"
Tonijn kan heel snel zwemmen.,"[[0, 6, 'LOC']]"
Japanners eten graag tonijn.,"[[0, 9, 'LOC']]"
Tom opende een blik tonijn.,"[[0, 3, 'LOC']]"
Tom maakte broodjes met tonijn voor Maria en John.,"[[0, 3, 'PER'], [36, 41, 'PER'], [45, 50, 'PER']]"
Tom maakte broodjes met tonijn voor Maria en John.,"[[0, 3, 'PER'], [36, 41, 'PER'], [45, 50, 'PER']]"
Tom maakte broodjes met tonijn voor Maria en John.,"[[0, 3, 'PER'], [36, 41, 'PER'], [45, 50, 'PER']]"
"Kip, tonijn en sojabonen zijn goede bronnen van eiwitten.","[[48, 57, 'PER']]"
"Russische salade wordt gemaakt met aardappelen, olijven, tonijn en andere groenten.","[[0, 9, 'MISC']]"
Maria houdt van noten.,"[[0, 5, 'PER']]"
Jullie zijn gestoord.,"[[0, 6, 'PER']]"
Tom werd gek.,"[[0, 3, 'PER']]"
Is Tom gek?,"[[3, 11, 'MISC']]"
Bent u gek?,"[[0, 4, 'PER']]"
Tom houdt van noten.,"[[0, 3, 'PER']]"
Sami werd gek.,"[[0, 4, 'PER']]"
Bent u gek geworden?,"[[0, 4, 'PER']]"
Ik word stapelgek van Tom.,"[[22, 26, 'PER']]"
Tom is helemaal gestoord.,"[[0, 3, 'PER']]"
Tom vulde zijn tas met walnoten.,"[[0, 3, 'PER']]"
Maria vulde haar tas met walnoten.,"[[0, 5, 'PER']]"
Tom en Maria vulden hun tassen met walnoten.,"[[0, 3, 'PER'], [7, 12, 'PER']]"
Tom en Maria vulden hun tassen met walnoten.,"[[0, 3, 'PER'], [7, 12, 'PER']]"
Wist je niet dat Tom allergisch was voor walnoten?,"[[17, 20, 'PER']]"
Wist u niet dat Tom allergisch was voor walnoten?,"[[16, 19, 'PER']]"
Wisten jullie niet dat Tom allergisch was voor walnoten?,"[[23, 26, 'PER']]"
"Walnoten, amandelen, hazelnoten, pistachenoten en pijnboompitten zijn noten en zaden.","[[0, 8, 'LOC']]"
Tom verslikte zich in zijn water.,"[[0, 3, 'PER']]"
Maria verslikte zich in haar water.,"[[0, 5, 'PER']]"
Gelooft Tom nog steeds in de kerstman?,"[[0, 11, 'MISC']]"
Komt het uit Frankrijk?,"[[13, 23, 'LOC']]"
Criminelen!,"[[0, 11, 'MISC']]"
Clowns!,"[[0, 7, 'LOC']]"
Clown!,"[[0, 6, 'LOC']]"
Vecht terug!,"[[0, 5, 'LOC']]"
Tom weigerde erover te praten.,"[[0, 3, 'PER']]"
God bestaat niet.,"[[0, 3, 'MISC']]"
Jezus werd geboren in Bethlehem.,"[[0, 5, 'PER'], [22, 32, 'LOC']]"
Jezus werd geboren in Bethlehem.,"[[0, 5, 'PER'], [22, 32, 'LOC']]"
Waarom wil je Boston verlaten?,"[[14, 20, 'ORG']]"
Waarom wilt u Boston verlaten?,"[[14, 20, 'LOC']]"
Waarom willen jullie Boston verlaten?,"[[21, 27, 'ORG']]"
Zij woont in Dubai.,"[[13, 19, 'LOC']]"
Wanneer is het museum open?,"[[0, 7, 'LOC']]"
Tom werkt in een museum.,"[[0, 3, 'PER']]"
Sami ging naar het wetenschapsmuseum.,"[[0, 4, 'PER']]"
Tom zweette.,"[[0, 3, 'PER']]"
Tom heeft gezweet.,"[[0, 3, 'PER']]"
Bel Tom.,"[[0, 8, 'PER']]"
Tom danst.,"[[0, 10, 'PER']]"
Tom fluisterde.,"[[0, 3, 'PER']]"
Tom spreekt.,"[[0, 12, 'PER']]"
Tom stopte met roken.,"[[0, 3, 'PER']]"
Tom is arm.,"[[0, 3, 'LOC']]"
Tom is geduldig.,"[[0, 3, 'LOC']]"
Tom belde Maria.,"[[0, 3, 'PER']]"
Tom klonk uitgeput.,"[[0, 3, 'PER']]"
Tom was aan het dagdromen.,"[[0, 3, 'PER']]"
Tom heeft Maria neergeschoten.,"[[0, 3, 'PER'], [10, 15, 'PER']]"
Tom heeft Maria neergeschoten.,"[[0, 3, 'PER'], [10, 15, 'PER']]"
Tom is gefocust.,"[[0, 3, 'LOC']]"
Tom is perfect.,"[[0, 3, 'LOC']]"
Tom spreekt Reto-Romaans.,"[[0, 3, 'PER'], [12, 25, 'PER']]"
Tom spreekt Reto-Romaans.,"[[0, 3, 'PER'], [12, 25, 'PER']]"
Tom houdt van brunettes.,"[[0, 3, 'PER']]"
Tom houdt van roodharigen.,"[[0, 3, 'PER']]"
Tom is vriendelijk.,"[[0, 3, 'PER']]"
Tom is verwend.,"[[0, 3, 'LOC']]"
Tom is cynisch.,"[[0, 3, 'LOC']]"
Tom is optimistisch.,"[[0, 3, 'LOC']]"
Tom bloedt.,"[[0, 3, 'PER']]"
Tom heeft kleding nodig.,"[[0, 3, 'PER']]"
Tom kan niet rijden.,"[[0, 3, 'LOC']]"
Tom wil aandacht.,"[[0, 3, 'PER']]"
Tom is geadopteerd.,"[[0, 3, 'LOC']]"
Iedereen haat Tom.,"[[14, 18, 'LOC']]"
Tom heeft kanker.,"[[0, 3, 'PER']]"
Tom is tolerant.,"[[0, 3, 'LOC']]"
Tom houdt van paarden.,"[[0, 3, 'PER']]"
Doe heel wat melk in mijn koffie.,"[[0, 3, 'PER']]"
Sami had geen tandenborstel.,"[[0, 4, 'PER']]"
Tom kocht een nieuwe tandenborstel voor zichzelf.,"[[0, 3, 'PER']]"
Maria kocht een nieuwe tandenborstel voor zichzelf.,"[[0, 5, 'PER']]"
Ik liet Tom niet mijn tandenborstel gebruiken.,"[[8, 11, 'PER']]"
De Krim is Oekraïne!,"[[3, 7, 'LOC'], [11, 20, 'LOC']]"
De Krim is Oekraïne!,"[[3, 7, 'LOC'], [11, 20, 'LOC']]"
Polen is een buurland van Oekraïne.,"[[0, 5, 'LOC'], [26, 35, 'LOC']]"
Polen is een buurland van Oekraïne.,"[[0, 5, 'LOC'], [26, 35, 'LOC']]"
Oekraïne is een land in Centraal- en Oost-Europa.,"[[0, 8, 'LOC'], [24, 33, 'LOC'], [37, 49, 'LOC']]"
Oekraïne is een land in Centraal- en Oost-Europa.,"[[0, 8, 'LOC'], [24, 33, 'LOC'], [37, 49, 'LOC']]"
Oekraïne is een land in Centraal- en Oost-Europa.,"[[0, 8, 'LOC'], [24, 33, 'LOC'], [37, 49, 'LOC']]"
Donetsk is een grote stad in Oost-Oekraïne aan de rivier de Kalmioes.,"[[0, 7, 'LOC'], [29, 42, 'LOC'], [60, 69, 'LOC']]"
Donetsk is een grote stad in Oost-Oekraïne aan de rivier de Kalmioes.,"[[0, 7, 'LOC'], [29, 42, 'LOC'], [60, 69, 'LOC']]"
Donetsk is een grote stad in Oost-Oekraïne aan de rivier de Kalmioes.,"[[0, 7, 'LOC'], [29, 42, 'LOC'], [60, 69, 'LOC']]"
Layla dronk een milkshake.,"[[0, 5, 'PER']]"
Tom dronk een milkshake.,"[[0, 3, 'PER']]"
Layla had een aardbeienmilkshake.,"[[0, 5, 'PER']]"
Tom had een aardbeienmilkshake.,"[[0, 3, 'PER']]"
Maak alsjeblieft een milkshake voor mij.,"[[0, 4, 'LOC']]"
Veel Amerikanen eten hamburgers.,"[[5, 15, 'LOC']]"
Die hamburger was heel lekker.,"[[4, 13, 'MISC']]"
Ik heb ook in Hamburg gewoond.,"[[14, 21, 'LOC']]"
Wilt u een hamburger?,"[[0, 4, 'LOC']]"
Hamburgers zijn niet gemaakt van ham.,"[[33, 37, 'PER']]"
Tom is goed in het maken van hamburgers.,"[[0, 3, 'PER']]"
Ik heb een hamburger gegeten bij McDonald's.,"[[33, 44, 'LOC']]"
Spreek je Faeröers?,"[[0, 6, 'LOC'], [10, 19, 'ORG']]"
Spreek je Faeröers?,"[[0, 6, 'LOC'], [10, 19, 'ORG']]"
Sami en Layla waren een gelukkig stel.,"[[8, 13, 'PER']]"
Tom heeft iets verkeerd gedaan.,"[[0, 3, 'PER']]"
"Maria is een elektricien, nietwaar?","[[0, 5, 'PER']]"
Ik woonde in Rome.,"[[13, 18, 'LOC']]"
Ik woon in Helsinki.,"[[11, 20, 'LOC']]"
Ik woon in Tbilisi.,"[[11, 19, 'LOC']]"
Ik woon op Tahiti.,"[[11, 18, 'LOC']]"
Ik woon in Turkije.,"[[11, 19, 'LOC']]"
Ik woon in Amerika.,"[[11, 19, 'LOC']]"
Ik woon in Shimkent.,"[[11, 20, 'LOC']]"
Ik woonde in Bydgoszcz.,"[[13, 23, 'LOC']]"
Ik woon in Boston.,"[[11, 17, 'LOC']]"
Ik woon in Miami.,"[[11, 17, 'LOC']]"
Ik woon in Rome.,"[[11, 16, 'LOC']]"
Ik woon in Sarajevo.,"[[11, 20, 'LOC']]"
Ik woon in Antalya.,"[[11, 19, 'LOC']]"
Ik woon in Europa.,"[[11, 17, 'LOC']]"
Ik woon in Boekarest.,"[[11, 21, 'LOC']]"
Ik woon in Athene.,"[[11, 18, 'LOC']]"
Ik woon in Hongarije.,"[[11, 20, 'LOC']]"
Ik woonde in Boston.,"[[13, 19, 'LOC']]"
Ik woon in Honolulu.,"[[11, 20, 'LOC']]"
Ik woon in Lahore.,"[[11, 18, 'LOC']]"
Ik woon in Parma.,"[[11, 17, 'LOC']]"
Ik woon in India.,"[[11, 17, 'LOC']]"
Ik woonde in Teheran.,"[[13, 21, 'LOC']]"
Ik woon in Australië.,"[[11, 20, 'LOC']]"
Ik woon in Tonga.,"[[11, 17, 'LOC']]"
Ik woon in Warschau.,"[[11, 20, 'LOC']]"
Ik woon in Teheran.,"[[11, 19, 'LOC']]"
Ik woon in Tasjkent.,"[[11, 20, 'LOC']]"
Ik woon in Brazilië.,"[[11, 20, 'LOC']]"
Ik woonde in Australië.,"[[13, 23, 'LOC']]"
Ik woon in Rio.,"[[11, 15, 'LOC']]"
Ik woon in Volgograd.,"[[11, 21, 'LOC']]"
Ik woon in Wolgograd.,"[[11, 20, 'LOC']]"
Ik woon in Schotland.,"[[11, 21, 'LOC']]"
Ik woon in Ribeirão Preto.,"[[11, 26, 'LOC']]"
Ik woon in New York.,"[[11, 19, 'LOC']]"
Ik woon in Noord-Zweden.,"[[11, 24, 'LOC']]"
Ik woon in New Delhi.,"[[11, 21, 'LOC']]"
Ik woonde in Qatar.,"[[13, 19, 'LOC']]"
Ik woon in Nieuw-Zeeland.,"[[11, 24, 'LOC']]"
Ik heb in Australië gewoond.,"[[10, 19, 'LOC']]"
Ik woon nog steeds in Australië.,"[[22, 32, 'LOC']]"
Ik woon nu in Australië.,"[[14, 24, 'LOC']]"
Ik woon ook in Australië.,"[[15, 25, 'LOC']]"
Ik wil in Helsinki wonen.,"[[10, 18, 'LOC']]"
Ik heb altijd in Boston gewoond.,"[[17, 23, 'LOC']]"
Ik denk dat Tom in Boston woont.,"[[12, 15, 'PER'], [19, 25, 'LOC']]"
Ik denk dat Tom in Boston woont.,"[[12, 15, 'PER'], [19, 25, 'LOC']]"
Ik woonde tot 2013 in Boston.,"[[22, 28, 'LOC']]"
Ik wilde in Boston wonen.,"[[12, 18, 'LOC']]"
Ik dacht dat je in Australië woonde.,"[[19, 28, 'LOC']]"
Ik dacht dat u in Australië woonde.,"[[18, 27, 'LOC']]"
Ik dacht dat jullie in Australië woonden.,"[[23, 32, 'LOC']]"
Ik woon niet meer in Australië.,"[[21, 31, 'LOC']]"
Ik wilde in Australië wonen.,"[[12, 21, 'LOC']]"
Ik woonde tot 2013 in Australië.,"[[22, 32, 'LOC']]"
Ik heb vele jaren in Australië gewoond.,"[[21, 30, 'LOC']]"
Ik heb jaren in Australië gewoond.,"[[16, 25, 'LOC']]"
Ik woon niet in Australië.,"[[16, 26, 'LOC']]"
Ik denk dat Tom in Australië woont.,"[[12, 15, 'PER'], [19, 28, 'LOC']]"
Ik denk dat Tom in Australië woont.,"[[12, 15, 'PER'], [19, 28, 'LOC']]"
Ik woonde met Tom in Australië.,"[[14, 17, 'PER'], [21, 31, 'LOC']]"
Ik woonde met Tom in Australië.,"[[14, 17, 'PER'], [21, 31, 'LOC']]"
Ik dacht dat Tom in Australië woonde.,"[[13, 16, 'PER'], [20, 29, 'LOC']]"
Ik dacht dat Tom in Australië woonde.,"[[13, 16, 'PER'], [20, 29, 'LOC']]"
Ik heb een vriend die in Nara woont.,"[[25, 29, 'LOC']]"
Tom gaat vaak naar Boston.,"[[0, 3, 'PER'], [19, 25, 'LOC']]"
Tom gaat vaak naar Boston.,"[[0, 3, 'PER'], [19, 25, 'LOC']]"
Ik wist niet dat Tom me haatte.,"[[17, 20, 'PER']]"
Wie is de persoon met Tom?,"[[22, 26, 'PER']]"
Tom heeft niet genoeg geld.,"[[0, 3, 'PER']]"
Ik schreef Tom een ​​brief.,"[[11, 14, 'PER']]"
Ik schreef een brief aan Tom.,"[[25, 29, 'PER']]"
Tom is een buitengewoon kind.,"[[0, 3, 'MISC']]"
Tom vond het moeilijk om kalm te blijven.,"[[0, 3, 'PER']]"
Tom was boos.,"[[0, 3, 'PER']]"
Ik weet hoe Tom zich voelt.,"[[12, 15, 'PER']]"
Tom rijdt langzamer dan Maria.,"[[24, 30, 'PER']]"
"Je komt uit Boston, nietwaar?","[[12, 18, 'LOC']]"
"U komt uit Boston, nietwaar?","[[11, 17, 'LOC']]"
"Jullie komen uit Boston, nietwaar?","[[17, 23, 'LOC']]"
Tom vond Maria leuk.,"[[0, 3, 'PER'], [9, 20, 'PER']]"
Tom vond Maria leuk.,"[[0, 3, 'PER'], [9, 20, 'PER']]"
Ik woonde drie jaar in Sasayama.,"[[23, 32, 'LOC']]"
Ik neem aan dat je nog steeds in Boston woont.,"[[33, 39, 'LOC']]"
Ik neem aan dat u nog steeds in Boston woont.,"[[32, 38, 'LOC']]"
Ik weet wie in dat huis woont.,"[[19, 30, 'PER']]"
Ik woon momenteel in Tampa.,"[[21, 27, 'LOC']]"
Ik heb drie jaar in Boston gewoond.,"[[20, 26, 'LOC']]"
Ik woon in een stad in de buurt van Boston.,"[[36, 42, 'LOC']]"
Ik woon sinds 1995 in Boston.,"[[22, 28, 'LOC']]"
Ik woon sinds 1993 in Realengo.,"[[22, 31, 'LOC']]"
Ik dacht dat je in Boston woonde.,"[[19, 25, 'LOC']]"
Ik dacht dat u in Boston woonde.,"[[18, 24, 'LOC']]"
Ik heb zes maanden in China gewoond.,"[[22, 27, 'LOC']]"
Ik woonde twee maanden in Vancouver.,"[[26, 35, 'LOC']]"
Mijn familie en ik wonen in Boston.,"[[28, 34, 'LOC']]"
Ik woon niet meer in Boston.,"[[21, 27, 'LOC']]"
Mijn vrouw en ik wonen in Boston.,"[[26, 32, 'LOC']]"
Ik heb een dochter die in Boston woont.,"[[26, 32, 'LOC']]"
Ik heb een vriend die in Boston woont.,"[[25, 31, 'LOC']]"
Ik woon niet hier in Boston.,"[[21, 27, 'LOC']]"
Ik ben een Canadees die in Australië woont.,"[[11, 19, 'LOC'], [27, 36, 'LOC']]"
Ik ben een Canadees die in Australië woont.,"[[11, 19, 'LOC'], [27, 36, 'LOC']]"
De kinderen en ik wonen in Boston.,"[[27, 33, 'LOC']]"
Mijn vrouw en ik wonen in Australië.,"[[26, 36, 'LOC']]"
Mijn familie en ik wonen in Australië.,"[[28, 38, 'LOC']]"
Ik woonde toen in Boston.,"[[18, 24, 'LOC']]"
Ik woon sinds 2013 in Australië.,"[[22, 32, 'LOC']]"
Ik woon op een boerderij in Australië.,"[[28, 38, 'LOC']]"
Ik heb een tijdje in Australië gewoond.,"[[21, 30, 'LOC']]"
Ik woon met mijn gezin in Australië.,"[[26, 36, 'LOC']]"
Ik woon met mijn familie in Australië.,"[[28, 38, 'LOC']]"
Ik heb een vriend die in Australië woont.,"[[25, 34, 'LOC']]"
Ik woonde drie jaar geleden in Australië.,"[[31, 41, 'LOC']]"
Ik woonde tot vorig jaar in Australië.,"[[28, 38, 'LOC']]"
Ik heb een dochter die in Australië woont.,"[[26, 35, 'LOC']]"
Ik ken iemand die in Australië woont.,"[[21, 30, 'LOC']]"
Ik heb dertig jaar in Australië gewoond.,"[[22, 31, 'LOC']]"
Tom en ik wonen allebei in Australië.,"[[27, 37, 'LOC']]"
Ik dacht dat Tom in Boston woonde.,"[[13, 16, 'PER'], [20, 26, 'LOC']]"
Ik dacht dat Tom in Boston woonde.,"[[13, 16, 'PER'], [20, 26, 'LOC']]"
Ik heb een kleindochter die in Australië woont.,"[[31, 40, 'LOC']]"
Ik heb kleinkinderen die in Australië wonen.,"[[28, 37, 'LOC']]"
Tom en ik wonen nog steeds in Australië.,"[[30, 40, 'LOC']]"
Ik woon niet hier in Australië.,"[[21, 31, 'LOC']]"
Ik neem aan dat je nog steeds in Australië woont.,"[[33, 42, 'LOC']]"
Ik neem aan dat u nog steeds in Australië woont.,"[[32, 41, 'LOC']]"
Ik heb een vriend die in Amerika woont.,"[[25, 32, 'LOC']]"
Ik heb een tante die in Osaka woont.,"[[24, 29, 'LOC']]"
Ik woonde tot mijn zesde in Osaka.,"[[28, 34, 'LOC']]"
Ik woon sinds vorig jaar in Kobe.,"[[28, 33, 'LOC']]"
Ik woonde meer dan een maand in Nagoya.,"[[32, 39, 'LOC']]"
Ik kan Marika niet bellen. Ze woont in Finland!,"[[7, 13, 'PER'], [39, 47, 'LOC']]"
Ik kan Marika niet bellen. Ze woont in Finland!,"[[7, 13, 'PER'], [39, 47, 'LOC']]"
Ik heb een vriend die in Duitsland woont.,"[[25, 34, 'LOC']]"
Ik ken iemand die in jouw buurt woont.,"[[21, 25, 'LOC']]"
Ik ken iemand die in uw buurt woont.,"[[21, 23, 'LOC']]"
Ik ken iemand die in jullie buurt woont.,"[[21, 27, 'LOC']]"
Ik had een neef die in Boston woonde.,"[[23, 29, 'LOC']]"
Ik heb twee vrienden die in Duitsland wonen.,"[[28, 37, 'LOC']]"
Ik heb mijn hele leven in Boston gewoond.,"[[26, 32, 'LOC']]"
Ik heb vele jaren in het Rijnland gewoond.,"[[25, 33, 'LOC']]"
Ik heb ongeveer drie jaar in Boston gewoond.,"[[29, 35, 'LOC']]"
Ik heb bijna drie jaar in Boston gewoond.,"[[26, 32, 'LOC']]"
Ik wilde niet in Boston wonen.,"[[17, 23, 'LOC']]"
Ik woonde een paar jaar in Australië.,"[[27, 37, 'LOC']]"
Ik heb een tante die in Kyoto woont.,"[[24, 29, 'LOC']]"
Ik heb een tante die in Kioto woont.,"[[24, 29, 'LOC']]"
Ik heb een tante die in Boston woont.,"[[24, 30, 'LOC']]"
Ik woon in dezelfde buurt als Tom.,"[[30, 34, 'PER']]"
Ik heb ook drie jaar in Boston gewoond.,"[[24, 30, 'LOC']]"
Tom heeft al mijn spullen meegenomen.,"[[0, 3, 'PER']]"
Ik deed alsof ik Tom geloofde.,"[[17, 20, 'PER']]"
Tom eet geen rood vlees.,"[[0, 3, 'PER']]"
Ik wilde met Tom praten.,"[[13, 16, 'PER']]"
Tom drinkt sap.,"[[0, 3, 'PER']]"
Tom is sap aan het drinken.,"[[0, 3, 'LOC']]"
Tom was niet in het hotel.,"[[0, 3, 'PER']]"
Tom gaat naar een feestje.,"[[0, 3, 'PER']]"
Tom gaat naar een feest.,"[[0, 3, 'PER']]"
Tom zei dat ik de verkeerde keuze had gemaakt.,"[[0, 3, 'PER']]"
Tom zal de deur niet openen.,"[[0, 3, 'PER']]"
Tom wilde niemand pijn doen.,"[[0, 3, 'PER']]"
Tom zal je niet helpen.,"[[0, 3, 'PER']]"
Tom maakte indruk op me.,"[[0, 3, 'PER']]"
Wat heb je Tom aangedaan?,"[[11, 25, 'MISC']]"
"Als Tom dat doet, zal ik gelukkig zijn.","[[4, 7, 'PER']]"
Ik twijfel of Tom bang zal zijn.,"[[14, 17, 'PER']]"
Tom kan nu niet naar huis.,"[[0, 3, 'MISC']]"
Tom is een beetje ouder dan Maria.,"[[0, 3, 'MISC'], [28, 34, 'PER']]"
Tom is een beetje ouder dan Maria.,"[[0, 3, 'MISC'], [28, 34, 'PER']]"
Ik kan Tom niet gelukkig maken.,"[[7, 10, 'PER']]"
Weet jij waar Tom op ons wacht?,"[[14, 17, 'PER']]"
Weet u waar Tom op ons wacht?,"[[12, 15, 'PER']]"
Weten jullie waar Tom op ons wacht?,"[[18, 21, 'PER']]"
Ik heb een oom die in Australië woont.,"[[22, 31, 'LOC']]"
Ik heb een tante die in Australië woont.,"[[24, 33, 'LOC']]"
Ik heb een neef die in Australië woont.,"[[23, 32, 'LOC']]"
Ik heb een kleinzoon die in Boston woont.,"[[28, 34, 'LOC']]"
Ik heb een neef die in Boston woont.,"[[23, 29, 'LOC']]"
Ik heb een broer die in Boston woont.,"[[24, 30, 'LOC']]"
Ik wil niet in Australië wonen.,"[[15, 24, 'LOC']]"
Ik heb een broer die in Australië woont.,"[[24, 33, 'LOC']]"
Ik woon in Boston en Tom woont in Chicago.,"[[11, 17, 'LOC'], [21, 24, 'LOC'], [34, 42, 'LOC']]"
Ik woon in Boston en Tom woont in Chicago.,"[[11, 17, 'LOC'], [21, 24, 'LOC'], [34, 42, 'LOC']]"
Ik woon in Boston en Tom woont in Chicago.,"[[11, 17, 'LOC'], [21, 24, 'LOC'], [34, 42, 'LOC']]"
Tom was mijn buurman toen ik in Boston woonde.,"[[0, 3, 'PER'], [32, 38, 'LOC']]"
Tom was mijn buurman toen ik in Boston woonde.,"[[0, 3, 'PER'], [32, 38, 'LOC']]"
Ik wil niet meer in Boston wonen.,"[[20, 26, 'LOC']]"
Tom en ik woonden in 2013 in Boston.,"[[29, 35, 'LOC']]"
Ik wil niet echt in Boston wonen.,"[[20, 26, 'LOC']]"
Ik woonde in Boston voordat ik naar Chicago verhuisde.,"[[13, 19, 'LOC'], [36, 43, 'LOC']]"
Ik woonde in Boston voordat ik naar Chicago verhuisde.,"[[13, 19, 'LOC'], [36, 43, 'LOC']]"
Ik ben niet de enige Canadees die in Boston woont.,"[[21, 29, 'LOC'], [37, 43, 'LOC']]"
Ik ben niet de enige Canadees die in Boston woont.,"[[21, 29, 'LOC'], [37, 43, 'LOC']]"
Ik woonde in Boston voordat ik naar Chicago kwam.,"[[13, 19, 'LOC'], [36, 43, 'LOC']]"
Ik woonde in Boston voordat ik naar Chicago kwam.,"[[13, 19, 'LOC'], [36, 43, 'LOC']]"
Ik wist niet dat Tom in Boston woonde.,"[[17, 20, 'PER'], [24, 30, 'LOC']]"
Ik wist niet dat Tom in Boston woonde.,"[[17, 20, 'PER'], [24, 30, 'LOC']]"
Tom begon zich beter te voelen.,"[[0, 3, 'PER']]"
Tom deed het verkeerd.,"[[0, 3, 'PER']]"
Tom zegt dat hij Maria in het park heeft gezien.,"[[0, 3, 'PER'], [17, 22, 'PER']]"
